Code;Actie;Beleidsitem code;Algemene rekening;Investeringsenveloppe;Eerste omschrijving;2014;2015;2016;2017;2018;2019
BP2014_2019-2/GBB-CBS/0110-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â¦); 1,27; 1,00; 1,00; 1,00; 1,00; 1,00
BP2014_2019-2/GBB-CBS/0110-00/6141800/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6141800;IE-GEEN;Onderhoudscontracten meubilair en bureaumateriaal; 293,88; 314,37; 350,00; 350,00; 350,00; 350,00
BP2014_2019-2/GBB-CBS/0110-00/6201000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel; 27.770,68; 30.991,43; 31.406,78; 32.191,95; 32.996,75; 33.821,67
BP2014_2019-2/GBB-CBS/0110-00/6201100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6201100;IE-GEEN;Vakantiegeld vastbenoemd personeel; 1.992,70;;;;;
BP2014_2019-2/GBB-CBS/0110-00/6202000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6202000;IE-GEEN;Bezoldigingen gesubsidieerde contractuelen; 25.751,01; 7.946,26; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0110-00/6202100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6202100;IE-GEEN;Vakantiegeld gesubsidieerde contractuelen; 1.850,64;;;;;
BP2014_2019-2/GBB-CBS/0110-00/6203000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6203000;IE-GEEN;Bezoldigingen contractueel personeel;; 22.756,04; 31.711,11; 32.488,89; 33.286,11; 34.103,26
BP2014_2019-2/GBB-CBS/0110-00/6211000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel; 11.588,67; 12.500,00; 12.575,00; 12.889,37; 13.276,06; 13.607,96
BP2014_2019-2/GBB-CBS/0110-00/6211001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;; 0,00; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0110-00/6212000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6212000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - gesubsidieerde contractuelen; 1.498,29; 349,95; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0110-00/6213000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen;; 7.000,00; 9.266,50; 9.498,16; 9.735,65; 9.979,01
BP2014_2019-2/GBB-CBS/0110-00/6221100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.; 412,50; 420,75; 429,17; 437,75; 446,50; 455,43
BP2014_2019-2/GBB-CBS/0110-00/6222000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6222000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -gesubs.contract.; 256,29; 280,37; 400,00; 402,06; 414,23; 421,84
BP2014_2019-2/GBB-CBS/0110-00/6222100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6222100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek.-hospitalisatieverzek.-gesubs.contract.; 233,20; 237,86; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0110-00/6223000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen;;; 670,30; 687,06; 704,23; 721,84
BP2014_2019-2/GBB-CBS/0110-00/6223100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;;; 242,62; 247,47; 252,42; 257,47
BP2014_2019-2/GBB-CBS/0110-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6231004;IE-GEEN;Maaltijdcheques; 2.310,00; 2.500,00; 2.700,00; 2.700,00; 2.700,00; 2.700,00
BP2014_2019-2/GBB-CBS/0110-00/6496000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6496000;IE-GEEN;Tussenkomst in de vakbondspremies; 93,10; 95,41; 96,84; 98,29; 99,77; 101,26
BP2014_2019-2/GBB-CBS/0110-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0110-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques; 328,09; 300,00; 300,00; 300,00; 300,00; 300,00
BP2014_2019-2/GBB-CBS/0111-00/6131001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0111-00;6131001;IE-GEEN;Erelonen en vergoedingen notarissen, deurwaarders, advocaten;; 3.500,00; 2.500,00; 2.500,00; 2.500,00; 2.500,00
BP2014_2019-2/GBB-CBS/0111-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0111-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â¦);; 1.000,00; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0111-00/6201000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0111-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel; 115.622,30; 137.000,00; 141.231,24; 140.534,48; 145.547,84; 150.686,54
BP2014_2019-2/GBB-CBS/0111-00/6201100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0111-00;6201100;IE-GEEN;Vakantiegeld vastbenoemd personeel; 7.887,19;;;;;
BP2014_2019-2/GBB-CBS/0111-00/6211000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0111-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel; 46.720,81; 51.000,00; 51.906,00; 53.567,72; 55.574,75; 57.364,12
BP2014_2019-2/GBB-CBS/0111-00/6211001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0111-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;; 0,00; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0111-00/6221100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0111-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.; 451,00; 460,02; 469,22; 478,60; 488,18; 497,94
BP2014_2019-2/GBB-CBS/0111-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0111-00;6231004;IE-GEEN;Maaltijdcheques; 3.080,00; 3.100,00; 2.700,00; 2.700,00; 2.700,00; 2.700,00
BP2014_2019-2/GBB-CBS/0111-00/6496000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0111-00;6496000;IE-GEEN;Tussenkomst in de vakbondspremies; 93,10; 95,41; 96,84; 98,29; 99,77; 101,26
BP2014_2019-2/GBB-CBS/0111-00/6599999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0111-00;6599999;IE-GEEN;Overige diverse financiÃ«le kosten; 8.166,28; 1.080,00; 1.000,00; 920,00; 850,00; 770,00
BP2014_2019-2/GBB-CBS/0111-00/7405999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0111-00;7405999;IE-GEEN;Overige werkingstoelage aangaande personeelsaangelegenheden; 7.208,72; 7.200,00; 7.200,00; 7.200,00; 7.200,00; 7.200,00
BP2014_2019-2/GBB-CBS/0111-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0111-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques; 433,82; 450,00; 450,00; 450,00; 450,00; 450,00
BP2014_2019-2/GBB-CBS/0111-00/7599999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0111-00;7599999;IE-GEEN;Andere financiÃ«le opbrengsten; 9,15; 5,00; 5,00; 5,00; 5,00; 5,00
BP2014_2019-2/GBB-CBS/0112-00/6130001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6130001;IE-GEEN;Vergoedingen prestaties arbeidsgeneeskundige dienst; 1.972,50; 2.000,00; 2.000,00; 2.000,00; 2.000,00; 2.000,00
BP2014_2019-2/GBB-CBS/0112-00/6131007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6131007;IE-GEEN;Erelonen en vergoedingen voor selectie personeel; 2.377,88; 3.000,00; 3.000,00; 3.000,00; 3.000,00; 3.000,00
BP2014_2019-2/GBB-CBS/0112-00/6131999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6131999;IE-GEEN;Andere erelonen en vergoedingen; 0,00;;;;;
BP2014_2019-2/GBB-CBS/0112-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â¦); 26.856,28; 23.500,00; 23.500,00; 23.500,00; 23.500,00; 23.500,00
BP2014_2019-2/GBB-CBS/0112-00/6201000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel; 49.565,18; 53.500,00; 53.821,00; 55.166,52; 56.545,69; 57.959,33
BP2014_2019-2/GBB-CBS/0112-00/6201100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6201100;IE-GEEN;Vakantiegeld vastbenoemd personeel; 3.613,00;;;;;
BP2014_2019-2/GBB-CBS/0112-00/6211000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel; 20.865,03; 22.099,00; 22.651,47; 23.217,76; 23.798,21; 24.393,16
BP2014_2019-2/GBB-CBS/0112-00/6211001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;; 0,00; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0112-00/6221100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.; 275,00; 281,50; 286,11; 291,83; 297,67; 303,62
BP2014_2019-2/GBB-CBS/0112-00/6231000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6231000;IE-GEEN;Bijdragen aan arbeidsgeneeskundige dienst; 6.009,63; 6.464,00; 6.528,64; 6.593,93; 6.659,87; 6.726,46
BP2014_2019-2/GBB-CBS/0112-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6231004;IE-GEEN;Maaltijdcheques; 1.554,00; 1.600,00; 1.350,00; 1.350,00; 1.350,00; 1.350,00
BP2014_2019-2/GBB-CBS/0112-00/6496000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6496000;IE-GEEN;Tussenkomst in de vakbondspremies; 46,55; 47,71; 48,42; 49,15; 49,88; 50,63
BP2014_2019-2/GBB-CBS/0112-00/7406999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0112-00;7406999;IE-GEEN;Overige specifieke projectsubsidies; 2.500,00; 0,00;;;;
BP2014_2019-2/GBB-CBS/0112-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0112-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques; 224,54; 250,00; 250,00; 250,00; 250,00; 250,00
BP2014_2019-2/GBB-CBS/0119-00/2210800/BESTUUR/CBS/IE6/U;GBB-CBS;0119-00;2210800;IE6;Gebouwen - andere gebouwen - gemeenschapsgoederen; 484,00; 2.016,00;;;;
BP2014_2019-2/GBB-CBS/0119-00/2210807/BESTUUR/CBS/IE6/U;GBB-CBS;0119-00;2210807;IE6;Overdracht krediet van 2014 naar 2015;; 0,00; 176.852,30;;;
BP2014_2019-2/GBB-CBS/0119-00/2291000/BESTUUR/CBS/IE6/U;GBB-CBS;0119-00;2291000;IE6;Overdracht krediet van 2014 naar 2015;; 9.000,00;;;;
BP2014_2019-2/GBB-CBS/0119-00/2400000/BESTUUR/CBS/IE6/U;GBB-CBS;0119-00;2400000;IE6;Meubilair - gemeenschapsgoederen; 384,78; 7.000,00; 5.000,00; 5.000,00; 5.000,00; 5.000,00
BP2014_2019-2/GBB-CBS/0119-00/2430000/BESTUUR/CBS/IE6/U;GBB-CBS;0119-00;2430000;IE6;vervanging auto JIP-072 (2000);;; 24.000,00;;;
BP2014_2019-2/GBB-CBS/0119-00/6040000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6040000;IE-GEEN;Aankopen van roerende goederen bestemd voor verkoop; 401,41; 1.000,00; 1.000,00; 1.000,00; 1.000,00; 1.000,00
BP2014_2019-2/GBB-CBS/0119-00/6103001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6103001;IE-GEEN;Benodigdheden voor gebouwen; 3.572,28; 4.000,00; 5.000,00; 3.800,00; 3.800,00; 3.800,00
BP2014_2019-2/GBB-CBS/0119-00/6103010/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen; 3.025,23; 6.000,00; 6.000,00; 4.000,00; 4.000,00; 4.000,00
BP2014_2019-2/GBB-CBS/0119-00/6110000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6110000;IE-GEEN;Elektriciteit; 5.745,13; 5.988,50; 6.900,00; 6.900,00; 6.900,00; 6.900,00
BP2014_2019-2/GBB-CBS/0119-00/6111000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6111000;IE-GEEN;Gas; 4.477,82; 6.000,00; 3.000,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0119-00/6113000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6113000;IE-GEEN;Water; 1.015,95; 1.015,00; 1.030,23; 1.045,68; 1.061,36; 1.077,28
BP2014_2019-2/GBB-CBS/0119-00/6113001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6113001;IE-GEEN;Andere energiebronnen (houtchips);;; 10.000,00; 10.000,00; 10.000,00; 10.000,00
BP2014_2019-2/GBB-CBS/0119-00/6131001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6131001;IE-GEEN;Erelonen en vergoedingen notarissen, deurwaarders, advocaten; 7.732,26; 5.000,00; 5.000,00; 3.000,00; 3.000,00; 3.000,00
BP2014_2019-2/GBB-CBS/0119-00/6131002/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6131002;IE-GEEN;Erelonen en vergoedingen consultancy; 11.555,50; 26.000,00; 36.000,00; 8.000,00; 14.500,00; 8.000,00
BP2014_2019-2/GBB-CBS/0119-00/6131004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6131004;IE-GEEN;Erelonen en vergoedingen commissies, jury & adviesraden; 2.709,39; 1.500,00; 1.500,00; 1.000,00; 1.000,00; 1.000,00
BP2014_2019-2/GBB-CBS/0119-00/6135002/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6135002;IE-GEEN;Uitgegeven was en linnen; 2.022,52; 2.000,00; 2.000,00; 2.000,00; 2.000,00; 2.000,00
BP2014_2019-2/GBB-CBS/0119-00/6141001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6141001;IE-GEEN;Kantoorbenodigdheden; 5.846,28; 10.000,00; 10.000,00; 10.000,00; 10.000,00; 10.000,00
BP2014_2019-2/GBB-CBS/0119-00/6141002/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6141002;IE-GEEN;Documentatie en abonnementen; 13.438,94; 12.000,00; 13.000,00; 13.000,00; 13.000,00; 13.000,00
BP2014_2019-2/GBB-CBS/0119-00/6141004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6141004;IE-GEEN;Communicatiekosten telefoon en internet; 20.547,94; 20.500,00; 20.500,00; 20.500,00; 20.500,00; 20.500,00
BP2014_2019-2/GBB-CBS/0119-00/6141006/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6141006;IE-GEEN;Administratief drukwerk en kopieerkosten; 13.654,40; 16.150,00; 16.150,00; 16.150,00; 16.150,00; 16.150,00
BP2014_2019-2/GBB-CBS/0119-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â¦); 1,90; 7,00; 7,00; 7,00; 7,00; 7,00
BP2014_2019-2/GBB-CBS/0119-00/6141800/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6141800;IE-GEEN;Onderhoudscontracten meubilair en bureaumateriaal; 1.011,68; 1.500,00; 1.500,00; 1.500,00; 1.500,00; 1.500,00
BP2014_2019-2/GBB-CBS/0119-00/6142001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6142001;IE-GEEN;Aankoop klein hard- en softwaremateriaal; 4.661,62; 4.000,00; 4.000,00; 4.000,00; 4.000,00; 4.000,00
BP2014_2019-2/GBB-CBS/0119-00/6142800/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6142800;IE-GEEN;Onderhoudscontracten computermaterieel; 54.304,85; 85.250,00; 72.000,00; 72.000,00; 72.000,00; 72.000,00
BP2014_2019-2/GBB-CBS/0119-00/6142999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6142999;IE-GEEN;Overige informaticakosten;; 24.200,00; 10.000,00;;;
BP2014_2019-2/GBB-CBS/0119-00/6143001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6143001;IE-GEEN;Representatie- en receptiekosten & kosten onthaal; 8.020,96; 20.000,00; 20.000,00; 20.000,00; 20.000,00; 20.000,00
BP2014_2019-2/GBB-CBS/0119-00/6143004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6143004;IE-GEEN;Restaurantkosten; 85,70; 500,00; 500,00; 500,00; 500,00; 500,00
BP2014_2019-2/GBB-CBS/0119-00/6150003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6150003;IE-GEEN;Kosten van bewaking en veiligheid; 11.350,76; 12.000,00; 11.000,00; 11.000,00; 11.000,00; 11.000,00
BP2014_2019-2/GBB-CBS/0119-00/6150004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6150004;IE-GEEN;Controle- en keuringsorganismen technisch materieel; 69,33;;;;;
BP2014_2019-2/GBB-CBS/0119-00/6150006/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6150006;IE-GEEN;Lidmaatschappen; 10.477,29; 11.600,00; 11.600,00; 11.600,00; 11.600,00; 11.600,00
BP2014_2019-2/GBB-CBS/0119-00/6150011/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6150011;IE-GEEN;Kosten werkkleding;; 400,00; 400,00; 400,00; 400,00; 400,00
BP2014_2019-2/GBB-CBS/0119-00/6150800/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6150800;IE-GEEN;Onderhoudscontracten technisch materieel; 1.657,84; 6.000,00; 6.000,00; 6.000,00; 6.000,00; 6.000,00
BP2014_2019-2/GBB-CBS/0119-00/6160001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6160001;IE-GEEN;Aankoop benodigdheden voor voertuigen;; 300,00; 300,00; 300,00; 300,00; 300,00
BP2014_2019-2/GBB-CBS/0119-00/6160003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6160003;IE-GEEN;Controle- en keuringskosten voertuigen; 216,00; 100,00; 100,00; 100,00; 100,00; 100,00
BP2014_2019-2/GBB-CBS/0119-00/6160004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6160004;IE-GEEN;Olie en brandstof voor voertuigen; 822,44; 1.200,00; 1.200,00; 1.200,00; 1.200,00; 1.200,00
BP2014_2019-2/GBB-CBS/0119-00/6160300/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6160300;IE-GEEN;Onderhoud en herstelling voertuigen;; 250,00; 350,00; 350,00; 350,00; 350,00
BP2014_2019-2/GBB-CBS/0119-00/6201000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel; 221.780,15; 245.000,00; 246.470,00; 252.361,75; 258.947,54; 265.421,23
BP2014_2019-2/GBB-CBS/0119-00/6201100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6201100;IE-GEEN;Vakantiegeld vastbenoemd personeel; 16.505,60;;;;;
BP2014_2019-2/GBB-CBS/0119-00/6203000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6203000;IE-GEEN;Bezoldigingen contractueel personeel; 39.508,58; 43.000,00; 43.258,00; 44.339,45; 45.447,94; 46.584,13
BP2014_2019-2/GBB-CBS/0119-00/6203100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6203100;IE-GEEN;Vakantiegeld contractuelen; 2.860,81;;;;;
BP2014_2019-2/GBB-CBS/0119-00/6211000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel; 92.612,59; 105.000,00; 105.630,00; 108.270,75; 111.518,87; 114.306,84
BP2014_2019-2/GBB-CBS/0119-00/6211001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;; 0,00; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0119-00/6213000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen; 12.262,95; 12.500,00; 12.575,00; 12.889,37; 13.211,61; 13.541,90
BP2014_2019-2/GBB-CBS/0119-00/6221100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.; 1.667,60; 1.603,06; 1.629,12; 1.655,70; 1.682,82; 1.710,47
BP2014_2019-2/GBB-CBS/0119-00/6223000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen; 393,23; 400,00; 400,00; 400,00; 400,00; 400,00
BP2014_2019-2/GBB-CBS/0119-00/6223100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen; 176,00; 179,52; 183,11; 186,77; 190,51; 194,32
BP2014_2019-2/GBB-CBS/0119-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6231004;IE-GEEN;Maaltijdcheques; 7.511,00; 8.100,00; 8.100,00; 8.100,00; 8.100,00; 8.100,00
BP2014_2019-2/GBB-CBS/0119-00/6400008/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6400008;IE-GEEN;Bijdragen reprobel; 85,78; 87,00; 89,00; 91,00; 93,00; 95,00
BP2014_2019-2/GBB-CBS/0119-00/6400009/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6400009;IE-GEEN;Belastingen en taksen op rollend materieel;; 0,00; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0119-00/6430000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6430000;IE-GEEN;Vergoeding schadegevallen; 230,40; 500,00; 500,00; 500,00; 500,00; 500,00
BP2014_2019-2/GBB-CBS/0119-00/6496000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6496000;IE-GEEN;Tussenkomst in de vakbondspremies; 279,30; 286,23; 290,52; 294,88; 299,30; 303,79
BP2014_2019-2/GBB-CBS/0119-00/6599999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6599999;IE-GEEN;Overige diverse financiÃ«le kosten; 1.213,14; 1.250,00; 1.250,00; 1.250,00; 1.250,00; 1.250,00
BP2014_2019-2/GBB-CBS/0119-00/7040999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0119-00;7040999;IE-GEEN;Andere terugvorderingen en tussenkomsten; 20,85;;;;;
BP2014_2019-2/GBB-CBS/0119-00/7080000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0119-00;7080000;IE-GEEN;Toegekende kortingen, ristorno's en rabatten (-);; 100,00; 100,00; 100,00; 100,00; 100,00
BP2014_2019-2/GBB-CBS/0119-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0119-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques; 1.067,11; 1.200,00; 1.200,00; 1.200,00; 1.200,00; 1.200,00
BP2014_2019-2/GBB-CBS/0130-00/2410000/BESTUUR/CBS/IE6/U;GBB-CBS;0130-00;2410000;IE6;Informaticamaterieel - gemeenschapsgoederen;; 0,00; 17.900,00;;;
BP2014_2019-2/GBB-CBS/0130-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â¦); 3,18; 2,00; 2,00; 2,00; 2,00; 2,00
BP2014_2019-2/GBB-CBS/0130-00/6150008/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6150008;IE-GEEN;Kosten aflevering electronische id; 56.200,62; 63.000,00; 63.000,00; 63.000,00; 63.000,00; 63.000,00
BP2014_2019-2/GBB-CBS/0130-00/6159999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6159999;IE-GEEN;Overige exploitatiekosten; 12.613,75; 20.000,00; 18.000,00; 15.000,00; 15.000,00; 15.000,00
BP2014_2019-2/GBB-CBS/0130-00/6201000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel; 63.211,74; 69.000,00; 69.414,00; 71.149,35; 72.928,08; 74.751,29
BP2014_2019-2/GBB-CBS/0130-00/6201100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6201100;IE-GEEN;Vakantiegeld vastbenoemd personeel; 4.561,89;;;;;
BP2014_2019-2/GBB-CBS/0130-00/6202000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6202000;IE-GEEN;Bezoldigingen gesubsidieerde contractuelen; 35.387,10; 10.876,00; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0130-00/6202100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6202100;IE-GEEN;Vakantiegeld gesubsidieerde contractuelen; 2.552,53;;;;;
