Code;Actie;Actie oms.;BI;Beleidsitem oms.;AR;IE;Eerste omschrijving;U;2014;2015;2016;2017;2018;2019;;geen aanpassing;;;;;;;;
BP2014_2019-0/GBB-CBS/0520-00/6040000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0520-00;Toerisme - Onthaal en promotie;6040000;IE-GEEN;Aankopen van roerende goederen bestemd voor verkoop;U;€ 700.00;€ 200.00;€ 200.00;€ 200.00;€ 200.00;€ 200.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0520-00/6141007/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0520-00;Toerisme - Onthaal en promotie;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);U;€ 0.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0520-00/6201000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0520-00;Toerisme - Onthaal en promotie;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;U;€ 31,180.00;€ 31,959.50;€ 5,326.58;;;;;Pensioen Gerda 1/3/2016;;;;;;;;
BP2014_2019-0/GBB-CBS/0520-00/6211000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0520-00;Toerisme - Onthaal en promotie;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;U;€ 2,300.00;€ 2,357.50;€ 392.92;;;;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0520-00/6211001/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0520-00;Toerisme - Onthaal en promotie;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;U;€ 7,700.00;€ 8,008.00;€ 1,334.67;;;;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0520-00/6221100/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0520-00;Toerisme - Onthaal en promotie;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;U;€ 275.00;€ 280.50;€ 46.75;;;;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0520-00/6231004/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0520-00;Toerisme - Onthaal en promotie;6231004;IE-GEEN;Maaltijdcheques;U;€ 1,350.00;€ 1,350.00;;;;;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0520-00/6496000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0520-00;Toerisme - Onthaal en promotie;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;U;€ 47.00;€ 47.71;;;;;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0521-00/6493000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0521-00;Toerisme - Sectorondersteuning;6493000;IE-GEEN;Toelage toerisme Vlaams-Brabant;U;€ 4,573.50;€ 4,573.50;€ 4,573.50;€ 4,573.50;€ 4,573.50;€ 4,573.50;;;;;;;;;;
BP2014_2019-0/1.1.2.1/0530-00/6493000/BESTUUR/CBS/500/IE-GEEN/U;1.1.2.1;Optimaliseren van de werking van de adviesraden en deze ondersteunen;0530-00;Land-, tuin- & bosbouw;6493000;IE-GEEN;* Subsidie landbouwraad;U;€ 250.00;€ 250.00;€ 250.00;€ 250.00;€ 250.00;€ 250.00;;;;;;;;;;
BP2014_2019-0/1.2.3.3/0600-00/6142999/BESTUUR/CBS/600/IE-GEEN/U;1.2.3.3;Uitbouw van het GIS-gebeuren binnen de diensten;0600-00;Ruimtelijke planning;6142999;IE-GEEN;Overige informaticakosten;U;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;;;;;;;;;;
BP2014_2019-0/1.2.5.1/0600-00/6150010/BESTUUR/CBS/500/IE-GEEN/U;1.2.5.1;Stimuleren van vorming en opleiding;0600-00;Ruimtelijke planning;6150010;IE-GEEN;Opleidingskosten;U;€ 300.00;€ 300.00;€ 300.00;€ 300.00;€ 300.00;€ 300.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0600-00/6141007/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0600-00;Ruimtelijke planning;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);U;€ 0.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0600-00/6201000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0600-00;Ruimtelijke planning;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;U;€ 91,500.00;€ 93,937.50;€ 96,732.19;€ 99,135.49;€ 101,598.88;€ 104,123.85;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0600-00/6211000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0600-00;Ruimtelijke planning;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;U;€ 19,500.00;€ 19,987.50;€ 20,487.19;€ 20,999.37;€ 21,524.35;€ 22,062.46;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0600-00/6211001/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0600-00;Ruimtelijke planning;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;U;€ 21,000.00;€ 21,525.00;€ 22,063.13;€ 22,614.70;€ 23,180.07;€ 23,759.57;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0600-00/6221100/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0600-00;Ruimtelijke planning;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;U;€ 687.50;€ 701.25;€ 715.28;€ 729.58;€ 744.17;€ 759.06;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0600-00/6231004/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0600-00;Ruimtelijke planning;6231004;IE-GEEN;Maaltijdcheques;U;€ 2,700.00;€ 2,700.00;€ 2,700.00;€ 2,700.00;€ 2,700.00;€ 2,700.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0600-00/6496000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0600-00;Ruimtelijke planning;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;U;€ 94.00;€ 95.41;€ 96.84;€ 98.29;€ 99.77;€ 101.26;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0610-00/6493000/BESTUUR/CBS/800/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0610-00;Gebiedsontwikkeling;6493000;IE-GEEN;Honoraria GECORO-voorzitter;U;€ 1,500.00;;€ 1,500.00;;€ 1,500.00;;;;;;;;;;;
BP2014_2019-0/3.1.2.1/0629-00/6493000/BESTUUR/CBS/800/IE-GEEN/U;3.1.2.1;Informeren over reglementeringen, subsidies, financiële voordelen bij verbouw- of bouwwerken;0629-00;Overig woonbeleid;6493000;IE-GEEN;Project lokaal woonbeleid;U;€ 37,543.86;€ 39,179.98;€ 40,492.23;€ 10,000.00;€ 10,000.00;€ 10,000.00;;;;;;;;;;
BP2014_2019-0/3.1.3.2/0629-00/6491000/BESTUUR/CBS/500/IE-GEEN/U;3.1.3.2;Stimuleren van levenslang wonen en zorgwonen;0629-00;Overig woonbeleid;6491000;IE-GEEN;Verbeterings- en aanpassingspremie;U;€ 6,500.00;€ 10,000.00;€ 6,500.00;€ 6,500.00;€ 6,500.00;€ 6,500.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0640-00/6599999/BESTUUR/CBS/450/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0640-00;Elektriciteitsvoorziening;6599999;IE-GEEN;Overige diverse financiÃ«le kosten;U;€ 120.00;€ 120.00;€ 120.00;€ 120.00;€ 120.00;€ 120.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0650-00/6599999/BESTUUR/CBS/450/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0650-00;Gasvoorziening;6599999;IE-GEEN;Overige diverse financiÃ«le kosten;U;€ 30.00;€ 30.00;€ 30.00;€ 30.00;€ 30.00;€ 30.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0670-00/6110000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0670-00;Straatverlichting;6110000;IE-GEEN;Openbare verlichting;U;€ 86,000.00;€ 90,000.00;€ 91,800.00;€ 93,636.00;€ 95,508.72;€ 97,418.89;;13900;;;;;;;;
BP2014_2019-0/GBB-CBS/0670-00/6150300/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0670-00;Straatverlichting;6150300;IE-GEEN;Onderhoud openbare verlichting;U;€ 14,000.00;€ 14,280.00;€ 14,565.60;€ 14,856.92;€ 15,154.05;€ 15,457.14;;;;;;;;;;
BP2014_2019-0/1.2.5.1/0680-00/6150010/BESTUUR/CBS/500/IE-GEEN/U;1.2.5.1;Stimuleren van vorming en opleiding;0680-00;Groene ruimte;6150010;IE-GEEN;Opleidingskosten;U;€ 1,650.00;€ 1,650.00;€ 1,650.00;€ 1,650.00;€ 1,650.00;€ 1,650.00;;;;;;;;;;
BP2014_2019-0/3.5.3.6/0680-00/6103501/BESTUUR/CBS/600/IE-GEEN/U;3.5.3.6;Verbeteren van de toegankelijkheid van het Bruulbos;0680-00;Groene ruimte;6103501;IE-GEEN;Benodigdheden voor aanleg en onderhoud van wegen;U;€ 5,000.00; € 5,000.00 ;;;;;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0680-00/6001000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;6001000;IE-GEEN;Aankoop technisch materiaal;U;€ 20,000.00;€ 20,000.00;€ 15,000.00;€ 0.00;€ 0.00;€ 0.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0680-00/6103501/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;6103501;IE-GEEN;Benodigdheden voor aanleg en onderhoud van wegen;U;€ 12,700.00;€ 10,600.00;€ 12,700.00;€ 12,700.00;€ 12,700.00;€ 12,700.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0680-00/6141007/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);U;€ 10.00;€ 10.00;€ 10.00;€ 10.00;€ 10.00;€ 10.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0680-00/6150001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;6150001;IE-GEEN;Aankoop klein materieel;U;€ 5,000.00;€ 5,000.00;€ 5,000.00;€ 5,000.00;€ 5,000.00;€ 5,000.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0680-00/6150011/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;6150011;IE-GEEN;Kosten werkkleding;U;€ 3,400.00;€ 8,000.00;€ 4,400.00;€ 4,400.00;€ 4,400.00;€ 5,400.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0680-00/6201000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;U;€ 201,400.00;€ 201,744.51;€ 207,454.58;€ 212,957.19;€ 218,597.37;€ 224,378.56;;3292.5;3983.925;14 hier afgehaald voor de index;;;;;;
BP2014_2019-0/GBB-CBS/0680-00/6202000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;6202000;IE-GEEN;Bezoldigingen gesubsidieerde contractuelen;U;€ 156,700.00;€ 151,593.40;€ 155,767.92;€ 160,008.37;€ 164,354.83;€ 168,809.95;;;;14 hier afgehaald voor de index;;;;;;
BP2014_2019-0/GBB-CBS/0680-00/6211000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;U;€ 28,450.00;€ 29,411.25;€ 30,146.53;€ 30,900.19;€ 31,672.70;€ 32,464.52;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0680-00/6211001/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;U;€ 28,950.00;€ 30,468.00;€ 31,686.72;€ 32,637.32;€ 33,616.44;€ 34,624.93;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0680-00/6212000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;6212000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - gesubsidieerde contractuelen;U;€ 8,100.00;€ 8,302.50;€ 8,510.06;€ 8,722.81;€ 8,940.88;€ 9,164.41;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0680-00/6221100/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;U;€ 1,195.70;€ 1,219.61;€ 1,244.01;€ 1,268.89;€ 1,294.26;€ 1,320.15;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0680-00/6222000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;6222000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -gesubs.contract.;U;€ 1,850.00;€ 1,896.25;€ 1,943.66;€ 1,992.25;€ 2,042.05;€ 2,093.11;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0680-00/6222100/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;6222100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek.-hospitalisatieverzek.-gesubs.contract.;U;€ 1,135.20;€ 1,157.90;€ 1,181.06;€ 1,204.68;€ 1,228.78;€ 1,253.35;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0680-00/6230001/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;6230001;IE-GEEN;Kosten voor verplaatsingen van en naar het werk;U;€ 600.00;€ 609.00;€ 618.14;€ 627.41;€ 636.82;€ 646.37;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0680-00/6231004/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;6231004;IE-GEEN;Maaltijdcheques;U;€ 14,850.00;€ 14,850.00;€ 14,850.00;€ 14,850.00;€ 14,850.00;€ 14,850.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0680-00/6491000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;6491000;IE-GEEN;Toelage aanplantingen;U;€ 2,000.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0680-00/6493000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;6493000;IE-GEEN;Toelage Regionaal Landschap Dijleland;U;€ 5,950.46;€ 6,069.47;€ 6,190.86;€ 6,314.68;€ 6,440.97;€ 6,569.79;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0680-00/6496000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;U;€ 517.00;€ 524.76;€ 532.63;€ 540.62;€ 548.72;€ 556.96;;;;;;;;;;
BP2014_2019-0/1.1.1.2/0701-00/6143007/BESTUUR/CBS/600/IE-GEEN/U;1.1.1.2;Actief communiceren via website, digitale nieuwsbrieven, sociale media en blogs;0701-00;Cultuurcentrum;6143007;IE-GEEN;Publiciteit, advertenties & info;U;€ 1,300.00;€ 800.00;€ 800.00;€ 800.00;€ 800.00;€ 800.00;;;;;;;;;;
BP2014_2019-0/1.2.1.1/0701-00/6131002/BESTUUR/CBS/600/IE-GEEN/U;1.2.1.1;Voeren van tevredenheidsonderzoeken;0701-00;Cultuurcentrum;6131002;IE-GEEN;Erelonen en vergoedingen consultancy;U;€ 1,936.00;;;;;;;;;;;;;;;
BP2014_2019-0/1.2.5.1/0701-00/6150010/BESTUUR/CBS/500/IE-GEEN/U;1.2.5.1;Stimuleren van vorming en opleiding;0701-00;Cultuurcentrum;6150010;IE-GEEN;Opleidingskosten;U;€ 1,800.00;€ 1,800.00;€ 1,800.00;€ 1,800.00;€ 1,800.00;€ 1,800.00;;;;;;;;;;
BP2014_2019-0/2.2.2.4/0701-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;2.2.2.4;Organiseren van een sport- en cultuurdag voor jonge gezinnen;0701-00;Cultuurcentrum;6159999;IE-GEEN;Organisatie evenementen en activiteiten.;U;€ 10,000.00;€ 8,000.00;€ 8,000.00;€ 8,000.00;€ 8,000.00;€ 8,000.00;;;;;;;;;;
BP2014_2019-0/2.2.3.1/0701-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;2.2.3.1;Vormen van vrijwilligers;0701-00;Cultuurcentrum;6159999;IE-GEEN;Overige exploitatiekosten;U;€ 1,000.00;€ 800.00;€ 800.00;€ 800.00;€ 800.00;€ 800.00;;;;;;;;;;
BP2014_2019-0/2.2.3.5/0701-00/6400001/BESTUUR/CBS/100/IE-GEEN/U;2.2.3.5;Ondersteunen van buurtfeesten en verbondenheidsversterkende intiatieven;0701-00;Cultuurcentrum;6400001;IE-GEEN;Roerende voorheffing;U;€ 3,500.00;€ 3,570.00;€ 3,641.40;€ 3,714.23;€ 3,788.51;€ 3,864.28;;;;;;;;;;
BP2014_2019-0/2.2.3.6/0701-00/6141007/BESTUUR/CBS/700/IE-GEEN/U;2.2.3.6;Aandacht hebben voor gemeenschapsvorming binnen het lokaal cultuurbeleid;0701-00;Cultuurcentrum;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);U;€ 3.00;€ 3.00;€ 3.00;€ 3.00;€ 3.00;€ 3.00;;;;;;;;;;
BP2014_2019-0/2.2.3.6/0701-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;2.2.3.6;Aandacht hebben voor gemeenschapsvorming binnen het lokaal cultuurbeleid;0701-00;Cultuurcentrum;6159999;IE-GEEN;Initiatieven i.h.k.van gtelijk cultuurbeleidsplan;U;€ 6,500.00;€ 7,000.00;€ 6,500.00;€ 7,000.00;€ 6,500.00;€ 8,000.00;;;;;;;;;;
BP2014_2019-0/2.2.3.6/0701-00/6201000/BESTUUR/CBS/500/IE-GEEN/U;2.2.3.6;Aandacht hebben voor gemeenschapsvorming binnen het lokaal cultuurbeleid;0701-00;Cultuurcentrum;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;U;€ 117,512.26;€ 111,389.72;€ 114,485.46;€ 117,658.60;€ 120,911.06;€ 124,244.84;;€ 163,812.84;72%;14 hier afgehaald voor de index;;;;;;
BP2014_2019-0/2.2.3.6/0701-00/6211000/BESTUUR/CBS/500/IE-GEEN/U;2.2.3.6;Aandacht hebben voor gemeenschapsvorming binnen het lokaal cultuurbeleid;0701-00;Cultuurcentrum;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;U;€ 28,234.40;€ 24,350.26;€ 25,073.77;€ 25,815.36;€ 26,575.49;€ 27,354.36;;Pensioen Monique Bils;17%;;;;;;;
BP2014_2019-0/2.2.3.6/0701-00/6211001/BESTUUR/CBS/500/IE-GEEN/U;2.2.3.6;Aandacht hebben voor gemeenschapsvorming binnen het lokaal cultuurbeleid;0701-00;Cultuurcentrum;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;U;€ 18,066.18;€ 15,818.83;€ 16,570.38;€ 17,156.59;€ 17,760.39;€ 18,382.30;;Vervanging Monique Bils D-C;11%;;;;;;;
BP2014_2019-0/2.2.3.6/0701-00/6221100/BESTUUR/CBS/500/IE-GEEN/U;2.2.3.6;Aandacht hebben voor gemeenschapsvorming binnen het lokaal cultuurbeleid;0701-00;Cultuurcentrum;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;U;€ 811.80;€ 828.04;€ 844.60;€ 861.49;€ 878.72;€ 896.29;;;;;;;;;;
BP2014_2019-0/2.2.3.6/0701-00/6231004/BESTUUR/CBS/500/IE-GEEN/U;2.2.3.6;Aandacht hebben voor gemeenschapsvorming binnen het lokaal cultuurbeleid;0701-00;Cultuurcentrum;6231004;IE-GEEN;Maaltijdcheques;U;€ 2,700.00;€ 2,700.00;€ 2,700.00;€ 2,700.00;€ 2,700.00;€ 2,700.00;;;;;;;;;;
BP2014_2019-0/2.2.3.6/0701-00/6496000/BESTUUR/CBS/500/IE-GEEN/U;2.2.3.6;Aandacht hebben voor gemeenschapsvorming binnen het lokaal cultuurbeleid;0701-00;Cultuurcentrum;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;U;€ 94.00;€ 95.41;€ 96.84;€ 98.29;€ 99.77;€ 101.26;;;;;;;;;;
BP2014_2019-0/2.2.3.7/0701-00/6143001/BESTUUR/CBS/600/IE-GEEN/U;2.2.3.7;Evalueren en uitbouwen van buurtcontacten;0701-00;Cultuurcentrum;6143001;IE-GEEN;Representatie- en receptiekosten & kosten onthaal;U;€ 250.00;€ 200.00;€ 200.00;€ 200.00;€ 200.00;€ 200.00;;;;;;;;;;
BP2014_2019-0/4.1.1.1/0701-00/6141007/BESTUUR/CBS/600/IE-GEEN/U;4.1.1.1;Voorzien van een bijdrage aan de vzw Cultuurcentrum Bierbeek;0701-00;Cultuurcentrum;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);U;€ 13.00;€ 13.00;€ 13.00;€ 13.00;€ 13.00;€ 13.00;;;;;;;;;;
BP2014_2019-0/4.1.1.1/0701-00/6201000/BESTUUR/CBS/500/IE-GEEN/U;4.1.1.1;Voorzien van een bijdrage aan de vzw Cultuurcentrum Bierbeek;0701-00;Cultuurcentrum;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;U;€ 35,037.74;€ 35,913.68;€ 36,811.53;€ 37,731.81;€ 38,675.11;€ 39,641.99;;;;;;;;;;
BP2014_2019-0/4.1.1.1/0701-00/6202000/BESTUUR/CBS/500/IE-GEEN/U;4.1.1.1;Voorzien van een bijdrage aan de vzw Cultuurcentrum Bierbeek;0701-00;Cultuurcentrum;6202000;IE-GEEN;Bezoldigingen gesubsidieerde contractuelen;U;€ 186,350.00;€ 201,396.24;€ 225,972.92;€ 231,120.99;€ 236,397.77;€ 241,806.46;;pensioen Eddy Pardon vanaf 1/10/2015;ploegbaas log pool vanaf 1/9/2015;;;1200;;14 hier afgehaald voor de index;;
BP2014_2019-0/4.1.1.1/0701-00/6203000/BESTUUR/CBS/500/IE-GEEN/U;4.1.1.1;Voorzien van een bijdrage aan de vzw Cultuurcentrum Bierbeek;0701-00;Cultuurcentrum;6203000;IE-GEEN;Bezoldigingen contractueel personeel;U;€ 152,550.00;€ 145,743.40;€ 149,736.99;€ 153,830.41;€ 158,026.17;€ 162,326.82;;;;;17333.3333333333;;;14 hier afgehaald voor de index;;
BP2014_2019-0/4.1.1.1/0701-00/6211000/BESTUUR/CBS/500/IE-GEEN/U;4.1.1.1;Voorzien van een bijdrage aan de vzw Cultuurcentrum Bierbeek;0701-00;Cultuurcentrum;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;U;€ 5,340.60;€ 5,474.12;€ 5,610.97;€ 5,751.24;€ 5,895.02;€ 6,042.40;;;;;;;;;;
BP2014_2019-0/4.1.1.1/0701-00/6211001/BESTUUR/CBS/500/IE-GEEN/U;4.1.1.1;Voorzien van een bijdrage aan de vzw Cultuurcentrum Bierbeek;0701-00;Cultuurcentrum;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;U;€ 8,133.82;€ 8,459.17;€ 8,797.54;€ 9,061.47;€ 9,333.31;€ 9,613.31;;;;;;;;;;
BP2014_2019-0/4.1.1.1/0701-00/6212000/BESTUUR/CBS/500/IE-GEEN/U;4.1.1.1;Voorzien van een bijdrage aan de vzw Cultuurcentrum Bierbeek;0701-00;Cultuurcentrum;6212000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - gesubsidieerde contractuelen;U;€ 9,000.00;€ 9,225.00;€ 9,455.63;€ 9,692.02;€ 9,934.32;€ 10,182.67;;;;;;;;;;
BP2014_2019-0/4.1.1.1/0701-00/6213000/BESTUUR/CBS/500/IE-GEEN/U;4.1.1.1;Voorzien van een bijdrage aan de vzw Cultuurcentrum Bierbeek;0701-00;Cultuurcentrum;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - contractuelen;U;€ 33,757.00;€ 34,414.38;€ 35,274.73;€ 36,156.60;€ 37,060.52;€ 37,987.03;;;;;;;;;;
BP2014_2019-0/4.1.1.1/0701-00/6221100/BESTUUR/CBS/500/IE-GEEN/U;4.1.1.1;Voorzien van een bijdrage aan de vzw Cultuurcentrum Bierbeek;0701-00;Cultuurcentrum;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;U;€ 275.00;€ 280.50;€ 286.11;€ 291.83;€ 297.67;€ 303.62;;;;;;;;;;
BP2014_2019-0/4.1.1.1/0701-00/6222000/BESTUUR/CBS/500/IE-GEEN/U;4.1.1.1;Voorzien van een bijdrage aan de vzw Cultuurcentrum Bierbeek;0701-00;Cultuurcentrum;6222000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -gesubs.contract.;U;€ 1,700.00;€ 1,742.50;€ 1,786.06;€ 1,830.71;€ 1,876.48;€ 1,923.39;;;;;;;;;;
