Actie;Actie omschrijving;Beleidsitem;Beleidsitem omschrijving;ontvangst/uitgave;Algemene rekening;Algemene rekening omschrijving;Investeringsenveloppe;Krediet 2016;Rekening 2015;Aangerekend 2016 tot nu;Nog beschikbaar;Verschil AR 2016-AR2015;Verschil % AR 2016-AR2015;;Bijkomend BW 1-2016;Krediet na BW 1-2016;Opmerkingen;invloed MJP
GBB-CBS;Gelijkblijvend beleid CBS;0600-00;Ruimtelijke planning;U;6141007;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0600-00;Ruimtelijke planning;U;6201000;Bezoldigingen vastbenoemd personeel;IE-GEEN;112672;110821,26;72777,21;39894,79;-38044,05;-34,33 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0600-00;Ruimtelijke planning;U;6201100;Vakantiegeld vastbenoemd personeel;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0600-00;Ruimtelijke planning;U;6211000;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;IE-GEEN;45270;44761,2;30020,54;15249,46;-14740,66;-32,93 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0600-00;Ruimtelijke planning;U;6211001;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0600-00;Ruimtelijke planning;U;6221100;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;IE-GEEN;715,28;687,5;550;165,28;-137,5;-20,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0600-00;Ruimtelijke planning;U;6231004;Maaltijdcheques;IE-GEEN;2700;3073;1652;1048;-1421;-46,24 %;;500;3200;Vaststelling bij rekening 2014+ 2015;idem
GBB-CBS;Gelijkblijvend beleid CBS;0600-00;Ruimtelijke planning;U;6496000;Tussenkomst in de vakbondspremies;IE-GEEN;96,84;93,1;-   ;96,84;-93,1;-100,00 %;;-96,84;-   ;Correctie JBR 6231003 ipv 6496000;idem
GBB-CBS;Gelijkblijvend beleid CBS;0610-00;Gebiedsontwikkeling;U;2200100;Onbebouwde terreinen - landbouwgronden - gemeenschapsgoederen;IE6;140000;-   ;67455,57;72544,43;67455,57;-;;60000;200000; aankoop gronden Hoogstraat (incl 2,5kEUR kosten per dossier) + 23kEUR marge ;
GBB-CBS;Gelijkblijvend beleid CBS;0610-00;Gebiedsontwikkeling;U;6493000;Toegestane werkingssubsidies aan verenigingen;IE-GEEN;1500;-   ;-   ;1500;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0640-00;Elektriciteitsvoorziening;U;2811000;Belang. in intergem. samenwerk. en soortg. ent. - te storten (-);IE6;-   ;237852,57;-   ;-   ;-237852,57;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0640-00;Elektriciteitsvoorziening;U;6599999;Overige diverse financiÃ«le kosten;IE-GEEN;120;-   ;-   ;120;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0650-00;Gasvoorziening;U;2811000;Belang. in intergem. samenwerk. en soortg. ent. - te storten (-);IE6;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0650-00;Gasvoorziening;U;6599999;Overige diverse financiÃ«le kosten;IE-GEEN;30;-   ;-   ;30;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0670-00;Straatverlichting;U;6110000;Elektriciteit;IE-GEEN;103500;101454,49;46413,16;57086,84;-55041,33;-54,25 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0670-00;Straatverlichting;U;6150300;Onderhoud en herstelling technisch materieel;IE-GEEN;29565,6;18727,69;8820,34;20745,26;-9907,35;-52,90 %;;2434,4;32000;OH straatverlichting + aanpassen brandprogramma's;
GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;U;2300000;Installaties, machines en uitrusting - gemeenschapsgoederen;IE6;1,8;898,2;-   ;1,8;-898,2;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;U;6001000;Aankoop technisch materiaal;IE-GEEN;10000;10208,32;935,02;9064,98;-9273,3;-90,84 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;U;6103501;Benodigdheden voor aanleg en onderhoud van wegen;IE-GEEN;12700;1735,64;2055,69;10644,31;320,05;18,44 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;U;6141007;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);IE-GEEN;10;7,7;4,11;5,89;-3,59;-46,62 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;U;6141999;Overige administratiekosten;IE-GEEN;100;25;-   ;100;-25;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;U;6150001;Aankoop klein materieel;IE-GEEN;5000;4277,1;451,74;4548,26;-3825,36;-89,44 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;U;6150011;Kosten werkkleding;IE-GEEN;4400;5147,16;2032,82;2367,18;-3114,34;-60,51 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;U;6150300;Onderhoud en herstelling technisch materieel;IE-GEEN;1000;-   ;826,07;173,93;826,07;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;U;6201000;Bezoldigingen vastbenoemd personeel;IE-GEEN;154924;152666,38;100697,46;54226,54;-51968,92;-34,04 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;U;6201100;Vakantiegeld vastbenoemd personeel;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;U;6202000;Bezoldigingen gesubsidieerde contractuelen;IE-GEEN;-   ;51491,81;-   ;-   ;-51491,81;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;U;6202100;Vakantiegeld gesubsidieerde contractuelen;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;U;6203000;Bezoldigingen contractueel personeel;IE-GEEN;177193,56;121715,49;95435;81758,56;-26280,49;-21,59 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;U;6203100;Vakantiegeld contractuelen;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;U;6211000;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;IE-GEEN;62833,25;61375,48;40962,81;21870,44;-20412,67;-33,26 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;U;6211001;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;U;6212000;Werkgeversbijdragen wettelijke verzekeringen - gesubsidieerde contractuelen;IE-GEEN;-   ;2255,96;-   ;-   ;-2255,96;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;U;6213000;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen;IE-GEEN;47184,98;36353,14;26268,4;20916,58;-10084,74;-27,74 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;U;6219000;Werkgeversbijdragen wettelijke verzekeringen - Sociale Maribel (-);IE-GEEN;-34250,01;-33026,16;-   ;-34250,01;33026,16;-100,00 %;;;;OK;
GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;U;6221100;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;IE-GEEN;1244,01;1146,2;1146,2;97,81;-   ;0,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;U;6222000;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -gesubs.contract.;IE-GEEN;-   ;389,1;-   ;-   ;-389,1;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;U;6222100;Werkgeversbijdragen voor bovenwet.verzek.-hospitalisatieverzek.-gesubs.contract.;IE-GEEN;-   ;1254;1399,2;-1399,2;145,2;11,58 %;;1400;1400;;
GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;U;6223000;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen;IE-GEEN;1581,06;1198,81;832,56;748,5;-366,25;-30,55 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;U;6223100;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;IE-GEEN;2143,66;160,6;-   ;2143,66;-160,6;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;U;6230001;Kosten voor verplaatsingen van en naar het werk;IE-GEEN;1500;1116,33;942,17;557,83;-174,16;-15,60 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;U;6231004;Maaltijdcheques;IE-GEEN;14850;14490;7483;7367;-7007;-48,36 %;;150;15000;Vaststelling bij rekening 2014;idem
GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;U;6491000;Toegestane werkingssubsidies aan gezinnen;IE-GEEN;1000;476,34;505,46;494,54;29,12;6,11 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;U;6493000;Toegestane werkingssubsidies aan verenigingen;IE-GEEN;5982,77;5961,37;-   ;5982,77;-5961,37;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;U;6496000;Tussenkomst in de vakbondspremies;IE-GEEN;532,63;512,05;-   ;532,63;-512,05;-100,00 %;;-532,63;-   ;Correctie JBR 6231003 ipv 6496000;idem
GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;U;2201000;Terreinen van gebouwen - gemeenschapsgoederen;IE6;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;U;2210500;Gebouwen - culturele gebouwen - gemeenschapsgoederen;IE6;120000;15317,47;-   ;120000;-15317,47;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;U;2400000;Meubilair - gemeenschapsgoederen;IE6;-   ;-   ;-   ;-   ;-   ;-;;2200;2200;Dyson handendrogers voor toiletten borre gelijkvloers + zetels en tafels om een gezellige wachtruimte/hoek in de inkomhan te creeren (5kEUR komt van 0701-00/6103001);budget 2017
GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;U;2410000;Informaticamaterieel - gemeenschapsgoederen;IE6;7105,06;21768,82;-   ;7105,06;-21768,82;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;U;6001000;Aankoop technisch materiaal;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;U;6103001;Benodigdheden voor gebouwen;IE-GEEN;30000;15176,65;11318,79;18681,21;-3857,86;-25,42 %;;-   ;30000;budget verschoven naar 240000 voor aankoop zetels en tafel om een gezellige wachtruimte/hoek in de inkomhal te creeren - te bekijken bij IB 2017 ipv nu;budget 2017
GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;U;6103010;Prestaties van derden voor onderhoud en herstelling gebouwen;IE-GEEN;51150;42098,97;16999,91;34150,09;-25099,06;-59,62 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;U;6110000;Elektriciteit;IE-GEEN;34500;28425,96;13951,06;20548,94;-14474,9;-50,92 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;U;6111000;Gas;IE-GEEN;25000;29196,45;17916,96;7083,04;-11279,49;-38,63 %;;7000;32000;helft gefactureerd… gecompenseerd met 0709;te evalueren bij BW2
GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;U;6113000;Water;IE-GEEN;10000;10125,5;6100,4;3899,6;-4025,1;-39,75 %;;1000;11000;cfr rekening  2015 - verhoogde tarieven?;idem
GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;U;6139999;Andere erelonen en vergoedingen voor prestaties van derden;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;U;6141001;Kantoorbenodigdheden;IE-GEEN;3000;2329,53;483,32;2516,68;-1846,21;-79,25 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;U;6141002;Documentatie en abonnementen;IE-GEEN;400;673,24;127,5;272,5;-545,74;-81,06 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;U;6141004;Communicatiekosten telefoon en internet;IE-GEEN;5800;5701,64;2600,76;3199,24;-3100,88;-54,39 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;U;6141006;Administratief drukwerk en kopieerkosten;IE-GEEN;9000;5334,51;4347,57;4652,43;-986,94;-18,50 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;U;6142001;Aankoop klein hard- en softwaremateriaal;IE-GEEN;6000;3354,79;588,67;5411,33;-2766,12;-82,45 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;U;6142800;Onderhoudscontracten computermaterieel;IE-GEEN;11000;6535,37;8570,02;2429,98;2034,65;31,13 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;U;6143007;Publiciteit, advertenties & info;IE-GEEN;4250;691,27;-   ;4250;-691,27;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;U;6149000;Overige administratie- en kantoorkosten;IE-GEEN;400;-   ;-   ;400;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;U;6150001;Aankoop klein materieel;IE-GEEN;2500;2598,19;326,82;2173,18;-2271,37;-87,42 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;U;6150004;Controle- en keuringsorganismen technisch materieel;IE-GEEN;-   ;1882,84;-   ;-   ;-1882,84;-100,00 %;;2000;2000;nazicht brandblussers niet voorzien in MJP;idem
GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;U;6150300;Onderhoud en herstelling technisch materieel;IE-GEEN;6000;4892,6;4036,09;1963,91;-856,51;-17,51 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;U;6150800;Onderhoudscontracten technisch materieel;IE-GEEN;1200;-   ;1195,21;4,79;1195,21;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;U;6159999;Overige exploitatiekosten;IE-GEEN;-   ;-   ;1166,21;-1166,21;1166,21;-;;1500;1500;billijke vergoedingen;idem
GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;U;6160001;Aankoop benodigdheden voor voertuigen;IE-GEEN;500;88,58;126,95;373,05;38,37;43,32 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;U;6160003;Controle- en keuringskosten voertuigen;IE-GEEN;100;-   ;-   ;100;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;U;6160004;Olie en brandstof voor voertuigen;IE-GEEN;1600;905,02;541,13;1058,87;-363,89;-40,21 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;U;6160300;Onderhoud en herstelling voertuigen;IE-GEEN;350;-   ;-   ;350;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;U;6230001;Kosten voor verplaatsingen van en naar het werk;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;U;6400001;Roerende voorheffing;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;U;6409999;Overige werkingsbelastingen;IE-GEEN;-   ;2814,01;-   ;-   ;-2814,01;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;U;6430100;Tussenkomst in exploitatiekosten;IE-GEEN;1000;-   ;-   ;1000;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;U;2400000;Meubilair - gemeenschapsgoederen;IE6;817,03;384,78;-   ;817,03;-384,78;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;U;2410000;Informaticamaterieel - gemeenschapsgoederen;IE6;1500;-   ;1344,79;155,21;1344,79;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;U;6001000;Aankoop technisch materiaal;IE-GEEN;4500;4434,85;1202,86;3297,14;-3231,99;-72,88 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;U;6103001;Benodigdheden voor gebouwen;IE-GEEN;750;843,8;113,97;636,03;-729,83;-86,49 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;U;6103010;Prestaties van derden voor onderhoud en herstelling gebouwen;IE-GEEN;250;458,41;3016,24;-2766,24;2557,83;557,98 %;;5750;6000;vanaf 2016 poetsen BIB door ISS;idem
GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;U;6110000;Elektriciteit;IE-GEEN;1725;1222,02;492;1233;-730,02;-59,74 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;U;6111000;Gas;IE-GEEN;2000;883,28;563,7;1436,3;-319,58;-36,18 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;U;6113000;Water;IE-GEEN;300;111,43;109,46;190,54;-1,97;-1,77 %;;200;500;svz 2016;idem
GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;U;6131002;Erelonen en vergoedingen consultancy;IE-GEEN;2650;1050;-   ;2650;-1050;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;U;6139999;Andere erelonen en vergoedingen voor prestaties van derden;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;U;6141002;Documentatie en abonnementen;IE-GEEN;3200;2828,83;1688,13;1511,87;-1140,7;-40,32 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;U;6141004;Communicatiekosten telefoon en internet;IE-GEEN;1400;1354,66;802,79;597,21;-551,87;-40,74 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;U;6141006;Administratief drukwerk en kopieerkosten;IE-GEEN;158;;-   ;158;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;U;6141007;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);IE-GEEN;2;2,03;1,12;0,88;-0,91;-44,83 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;U;6141999;Overige administratiekosten;IE-GEEN;700;531,79;166,92;533,08;-364,87;-68,61 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;U;6142001;Aankoop klein hard- en softwaremateriaal;IE-GEEN;750;618,8;-   ;750;-618,8;-100,00 %;;550;1300;barecodeprinter + software;
GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;U;6142800;Onderhoudscontracten computermaterieel;IE-GEEN;7800;6805,39;3816,81;3983,19;-2988,58;-43,91 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;U;6149000;Overige administratie- en kantoorkosten;IE-GEEN;250;-   ;-   ;250;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;U;6150002;Collecties, schoolboeken en schoolmateriaal;IE-GEEN;34000;32444,11;10654,5;23345,5;-21789,61;-67,16 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;U;6150004;Controle- en keuringsorganismen technisch materieel;IE-GEEN;-   ;23,23;-   ;-   ;-23,23;-100,00 %;;50;50;nazicht brandblussers niet voorzien in MJP;idem
GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;U;6159999;Overige exploitatiekosten;IE-GEEN;2000;1775,25;194,2;1805,8;-1581,05;-89,06 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;U;6201000;Bezoldigingen vastbenoemd personeel;IE-GEEN;81450,83;79257,92;52256,94;29193,89;-27000,98;-34,07 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;U;6201100;Vakantiegeld vastbenoemd personeel;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;U;6202000;Bezoldigingen gesubsidieerde contractuelen;IE-GEEN;-   ;10748,59;-   ;-   ;-10748,59;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;U;6202100;Vakantiegeld gesubsidieerde contractuelen;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;U;6203000;Bezoldigingen contractueel personeel;IE-GEEN;45737,78;34509,53;25711,37;20026,41;-8798,16;-25,49 %;;;;;bekijken BW2
GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;U;6203100;Vakantiegeld contractuelen;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;U;6211000;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;IE-GEEN;37222;32081,67;21377,66;15844,34;-10704,01;-33,36 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;U;6211001;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;U;6212000;Werkgeversbijdragen wettelijke verzekeringen - gesubsidieerde contractuelen;IE-GEEN;-   ;419;-   ;-   ;-419;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;U;6213000;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen;IE-GEEN;10498,07;10354,05;7108,89;3389,18;-3245,16;-31,34 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;U;6219000;Werkgeversbijdragen wettelijke verzekeringen - Sociale Maribel (-);IE-GEEN;-17125,03;-16513,08;-   ;-17125,03;16513,08;-100,00 %;;;;OK;
GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;U;6221100;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;IE-GEEN;952,33;863,5;500,5;451,83;-363;-42,04 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;U;6222000;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -gesubs.contract.;IE-GEEN;-   ;72,28;-   ;-   ;-72,28;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;U;6222100;Werkgeversbijdragen voor bovenwet.verzek.-hospitalisatieverzek.-gesubs.contract.;IE-GEEN;-   ;430,1;-   ;-   ;-430,1;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;U;6223000;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen;IE-GEEN;525,31;338,72;228;297,31;-110,72;-32,69 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;U;6223100;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;IE-GEEN;843,45;58,66;831,6;11,85;772,94;1317,66 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;U;6230001;Kosten voor verplaatsingen van en naar het werk;IE-GEEN;1648,36;1608,16;1149,38;498,98;-458,78;-28,53 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;U;6231000;Bijdragen aan arbeidsgeneeskundige dienst;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;U;6231004;Maaltijdcheques;IE-GEEN;8100;5012;2737;5363;-2275;-45,39 %;;-2000;6100;Vaststelling bij rekening 2014+ 2015;idem
GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;U;6400008;Bijdragen reprobel;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;U;6496000;Tussenkomst in de vakbondspremies;IE-GEEN;290,52;232,75;-   ;290,52;-232,75;-100,00 %;;-290,52;-   ;Correctie JBR 6231003 ipv 6496000;idem
GBB-CBS;Gelijkblijvend beleid CBS;0709-00;Overige culturele instellingen;U;2210500;Gebouwen - culturele gebouwen - gemeenschapsgoederen;IE6;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0709-00;Overige culturele instellingen;U;2300000;Installaties, machines en uitrusting - gemeenschapsgoederen;IE6;8000;-   ;-   ;8000;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0709-00;Overige culturele instellingen;U;6103001;Benodigdheden voor gebouwen;IE-GEEN;18500;1007,54;2054,1;16445,9;1046,56;103,87 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0709-00;Overige culturele instellingen;U;6103010;Prestaties van derden voor onderhoud en herstelling gebouwen;IE-GEEN;3000;4580,19;1202,1;1797,9;-3378,09;-73,75 %;;;;;bekijken BW2
GBB-CBS;Gelijkblijvend beleid CBS;0709-00;Overige culturele instellingen;U;6110000;Elektriciteit;IE-GEEN;10400;8163,79;3248;7152;-4915,79;-60,21 %;;;;;
