Code;Actie;Beleidsitem code;Algemene rekening;Investeringsenveloppe;Omschrijving budgetboekjaar;2016;2017;2018;2019;2020;2021
BP2014_2021-3/GBB-CBS/0100-00/6206100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0100-00;6206100;IE-GEEN;Vakantiegeld mandatarissen;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0100-00/6210000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0100-00;6210000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - politiek personeel;€ 4.124,60;€ 4.207,09;€ 4.291,23;€ 5.017,42;€ 5.117,77;€ 5.220,12
BP2014_2021-3/GBB-CBS/0100-00/6231005/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0100-00;6231005;IE-GEEN;Verzekering arbeidsongevallen;€ 1.594,44;€ 1.617,33;€ 1.640,68;€ 1.664,49;€ 1.688,63;€ 1.713,11
BP2014_2021-3/GBB-CBS/0100-00/6240000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0100-00;6240000;IE-GEEN;Pensioenen politiek personeel;€ 91.846,00;€ 93.376,92;€ 95.244,46;€ 97.149,35;€ 99.092,34;€ 101.074,18
BP2014_2021-3/GBB-CBS/0100-00/7440000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0100-00;7440000;IE-GEEN;Inhouding pensioen;€ 13.200,00;€ 13.441,00;€ 13.441,00;€ 13.441,00;€ 13.441,00;€ 13.441,00
BP2014_2021-3/GBB-CBS/0110-00/6141003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6141003;IE-GEEN;Post- en frankeringskosten;€ 17.500,00;€ 19.000,00;€ 19.000,00;€ 19.000,00;€ 19.000,00;€ 19.000,00
BP2014_2021-3/GBB-CBS/0110-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);1.5;3;3;3;3;3
BP2014_2021-3/GBB-CBS/0110-00/6141800/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6141800;IE-GEEN;Onderhoudscontracten meubilair en bureaumateriaal;350;350;350;350;350;350
BP2014_2021-3/GBB-CBS/0110-00/6201000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;€ 31.406,78;€ 31.591,95;€ 32.223,79;€ 32.868,26;€ 33.525,63;€ 34.196,14
BP2014_2021-3/GBB-CBS/0110-00/6202000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6202000;IE-GEEN;Bezoldigingen gesubsidieerde contractuelen;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0110-00/6203000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6203000;IE-GEEN;Bezoldigingen contractueel personeel;€ 34.761,11;€ 36.252,32;€ 37.961,73;€ 38.910,77;€ 39.883,54;€ 40.880,63
BP2014_2021-3/GBB-CBS/0110-00/6211000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;€ 12.625,00;€ 12.889,37;€ 13.276,06;€ 13.607,96;€ 13.880,12;€ 14.157,72
BP2014_2021-3/GBB-CBS/0110-00/6211001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0110-00/6212000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6212000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - gesubsidieerde contractuelen;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0110-00/6213000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen;€ 10.016,50;€ 10.216,83;€ 10.421,17;€ 10.629,59;€ 10.842,18;€ 11.059,03
BP2014_2021-3/GBB-CBS/0110-00/6221100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;429.17;437.75;446.5;455.43;455.43;455.43
BP2014_2021-3/GBB-CBS/0110-00/6222000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6222000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -gesubs.contract.;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0110-00/6222100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6222100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek.-hospitalisatieverzek.-gesubs.contract.;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0110-00/6223000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen;400;663;676.26;689.79;703.58;717.65
BP2014_2021-3/GBB-CBS/0110-00/6223100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;242.62;247.47;252.42;257.47000000000003;257.47000000000003;257.47000000000003
BP2014_2021-3/GBB-CBS/0110-00/6231003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6231003;IE-GEEN;Vakbondspremies;96.84;98.29;99.77;101.26;101.26;101.26
BP2014_2021-3/GBB-CBS/0110-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6231004;IE-GEEN;Maaltijdcheques;€ 2.700,00;€ 2.700,00;€ 2.700,00;€ 2.700,00;€ 2.700,00;€ 2.700,00
BP2014_2021-3/GBB-CBS/0110-00/6496000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;;0;0;0;0;0
BP2014_2021-3/GBB-CBS/0110-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0110-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;300;370;370;370;370;370
BP2014_2021-3/GBB-CBS/0111-00/6131001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0111-00;6131001;IE-GEEN;Erelonen en vergoedingen notarissen, deurwaarders, advocaten;0;€ 2.500,00;€ 2.500,00;€ 2.500,00;€ 2.500,00;€ 2.500,00
BP2014_2021-3/GBB-CBS/0111-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0111-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);0;0;0;0;;
BP2014_2021-3/GBB-CBS/0111-00/6201000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0111-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;€ 142.731,24;€ 145.534,48;€ 154.997,98;€ 156.221,87;€ 161.550,24;€ 166.985,18
BP2014_2021-3/GBB-CBS/0111-00/6211000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0111-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;€ 51.906,00;€ 53.567,72;€ 55.574,75;€ 57.364,12;€ 58.798,22;€ 60.268,18
BP2014_2021-3/GBB-CBS/0111-00/6211001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0111-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0111-00/6221100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0111-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;469.22;478.6;488.18;497.94;497.94;497.94
BP2014_2021-3/GBB-CBS/0111-00/6231003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0111-00;6231003;IE-GEEN;Vakbondspremies;96.84;98.29;99.77;101.26;101.26;101.26
BP2014_2021-3/GBB-CBS/0111-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0111-00;6231004;IE-GEEN;Maaltijdcheques;€ 2.700,00;€ 3.100,00;€ 3.100,00;€ 3.100,00;€ 3.100,00;€ 3.100,00
BP2014_2021-3/GBB-CBS/0111-00/6496000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0111-00;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;;0;0;0;;
BP2014_2021-3/GBB-CBS/0111-00/6599999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0111-00;6599999;IE-GEEN;Overige diverse financiÃ«le kosten;€ 10.500,00;€ 10.000,00;€ 10.000,00;€ 10.000,00;€ 10.000,00;€ 10.000,00
BP2014_2021-3/GBB-CBS/0111-00/7405999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0111-00;7405999;IE-GEEN;Vlaamse ondersteuningspremie;€ 7.200,00;€ 7.200,00;€ 7.200,00;€ 7.200,00;€ 7.200,00;€ 5.760,00
BP2014_2021-3/GBB-CBS/0111-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0111-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;350;500;500;500;500;500
BP2014_2021-3/GBB-CBS/0111-00/7599999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0111-00;7599999;IE-GEEN;Andere financiÃ«le opbrengsten;5;5;5;5;5;5
BP2014_2021-3/GBB-CBS/0112-00/6130001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6130001;IE-GEEN;Vergoedingen prestaties arbeidsgeneeskundige dienst;€ 2.100,00;€ 2.500,00;€ 2.500,00;€ 2.500,00;€ 2.500,00;€ 2.500,00
BP2014_2021-3/GBB-CBS/0112-00/6131007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6131007;IE-GEEN;Erelonen en vergoedingen voor selectie personeel;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0112-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);€ 29.000,00;€ 29.000,00;€ 29.000,00;€ 29.000,00;€ 29.000,00;€ 29.000,00
BP2014_2021-3/GBB-CBS/0112-00/6143007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6143007;IE-GEEN;Publiciteit, advertenties & info;€ 5.000,00;€ 5.000,00;€ 3.000,00;€ 3.000,00;€ 3.000,00;€ 3.000,00
BP2014_2021-3/GBB-CBS/0112-00/6201000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;€ 53.821,00;€ 55.166,52;€ 56.545,69;€ 57.959,33;€ 58.074,07;€ 59.235,55
BP2014_2021-3/GBB-CBS/0112-00/6211000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;€ 22.051,47;€ 23.217,76;€ 23.798,21;€ 24.393,16;€ 23.839,95;€ 24.316,75
BP2014_2021-3/GBB-CBS/0112-00/6211001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0112-00/6221100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;286.11;291.83;297.67;303.62;303.62;303.62
BP2014_2021-3/GBB-CBS/0112-00/6231000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6231000;IE-GEEN;Bijdragen aan arbeidsgeneeskundige dienst;€ 6.928,64;€ 7.038,61;€ 7.249,87;€ 7.467,46;€ 7.691,48;€ 7.922,23
BP2014_2021-3/GBB-CBS/0112-00/6231003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6231003;IE-GEEN;Vakbondspremies;48.42;49.15;49.88;50.63;50.63;50.63
BP2014_2021-3/GBB-CBS/0112-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6231004;IE-GEEN;Maaltijdcheques;€ 1.600,00;€ 1.600,00;€ 1.600,00;€ 1.600,00;€ 1.600,00;€ 1.600,00
BP2014_2021-3/GBB-CBS/0112-00/6496000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;;0;0;0;;
BP2014_2021-3/GBB-CBS/0112-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0112-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;250;250;250;250;250;250
BP2014_2021-3/GBB-CBS/0119-00/2210800/BESTUUR/CBS/IE6/U;GBB-CBS;0119-00;2210800;IE6;Overdracht krediet van 2015 naar 2016;0;;;;;
BP2014_2021-3/GBB-CBS/0119-00/2210807/BESTUUR/CBS/IE6/U;GBB-CBS;0119-00;2210807;IE6;Gebouwen - andere gebouwen - gemeenschapsgoederen - Activa in aanbouw;0;;;;;
BP2014_2021-3/GBB-CBS/0119-00/2400000/BESTUUR/CBS/IE6/U;GBB-CBS;0119-00;2400000;IE6;kleine investeringen in meubilair en uitrusting;€ 5.000,00;€ 12.000,00;€ 5.000,00;€ 5.000,00;€ 5.000,00;€ 5.000,00
BP2014_2021-3/GBB-CBS/0119-00/2420000/BESTUUR/CBS/IE6/U;GBB-CBS;0119-00;2420000;IE6;Kantooruitrusting - gemeenschapsgoederen;€ 11.000,00;;;;;
BP2014_2021-3/GBB-CBS/0119-00/6040000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6040000;IE-GEEN;Aankopen van roerende goederen bestemd voor verkoop;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00
BP2014_2021-3/GBB-CBS/0119-00/6103001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6103001;IE-GEEN;Benodigdheden voor gebouwen;€ 15.500,00;€ 3.800,00;€ 3.800,00;€ 3.800,00;€ 3.800,00;€ 3.800,00
BP2014_2021-3/GBB-CBS/0119-00/6103010/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen;€ 13.500,00;€ 7.000,00;€ 7.000,00;€ 7.000,00;€ 7.000,00;€ 7.000,00
BP2014_2021-3/GBB-CBS/0119-00/6110000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6110000;IE-GEEN;Elektriciteit;€ 21.400,00;€ 16.900,00;€ 16.900,00;€ 16.900,00;€ 16.900,00;€ 16.900,00
BP2014_2021-3/GBB-CBS/0119-00/6111000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6111000;IE-GEEN;Gas;€ 4.000,00;0;0;0;;
BP2014_2021-3/GBB-CBS/0119-00/6113000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6113000;IE-GEEN;Water;€ 3.000,00;€ 1.545,68;€ 1.561,36;€ 1.577,28;€ 1.600,00;€ 1.600,00
BP2014_2021-3/GBB-CBS/0119-00/6113001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6113001;IE-GEEN;Andere energiebronnen (houtchips);€ 7.000,00;€ 15.000,00;€ 15.000,00;€ 10.000,00;€ 10.000,00;€ 10.000,00
BP2014_2021-3/GBB-CBS/0119-00/6131001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6131001;IE-GEEN;Erelonen en vergoedingen notarissen, deurwaarders, advocaten;€ 11.000,00;€ 3.000,00;€ 3.000,00;€ 3.000,00;€ 3.000,00;€ 3.000,00
BP2014_2021-3/GBB-CBS/0119-00/6131002/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6131002;IE-GEEN;Erelonen en vergoedingen consultancy;€ 41.000,00;€ 17.000,00;€ 19.500,00;€ 13.000,00;€ 15.000,00;€ 15.000,00
BP2014_2021-3/GBB-CBS/0119-00/6131004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6131004;IE-GEEN;Presentiegelden van commissies en jury's;€ 1.500,00;€ 1.500,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00
BP2014_2021-3/GBB-CBS/0119-00/6135002/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6135002;IE-GEEN;Uitgegeven was en linnen;€ 2.600,00;€ 2.600,00;€ 2.600,00;€ 2.600,00;€ 2.600,00;€ 2.600,00
BP2014_2021-3/GBB-CBS/0119-00/6141001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6141001;IE-GEEN;Kantoorbenodigdheden;€ 10.000,00;€ 10.000,00;€ 10.000,00;€ 10.000,00;€ 10.000,00;€ 10.000,00
BP2014_2021-3/GBB-CBS/0119-00/6141002/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6141002;IE-GEEN;Documentatie en abonnementen;€ 11.000,00;€ 11.000,00;€ 11.000,00;€ 11.000,00;€ 11.000,00;€ 11.000,00
BP2014_2021-3/GBB-CBS/0119-00/6141004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6141004;IE-GEEN;Communicatiekosten telefoon en internet;€ 22.500,00;€ 21.500,00;€ 21.500,00;€ 21.500,00;€ 21.500,00;€ 21.500,00
BP2014_2021-3/GBB-CBS/0119-00/6141006/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6141006;IE-GEEN;Administratief drukwerk en kopieerkosten;€ 14.000,00;€ 14.000,00;€ 14.000,00;€ 14.000,00;€ 14.000,00;€ 14.000,00
BP2014_2021-3/GBB-CBS/0119-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);2.5;4;4;4;4;4
BP2014_2021-3/GBB-CBS/0119-00/6141800/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6141800;IE-GEEN;Onderhoudscontracten meubilair en bureaumateriaal;€ 1.500,00;0;0;0;;
BP2014_2021-3/GBB-CBS/0119-00/6142001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6142001;IE-GEEN;Aankoop klein hard- en softwaremateriaal;€ 14.000,00;€ 4.000,00;€ 4.000,00;€ 4.000,00;€ 4.000,00;€ 4.000,00
BP2014_2021-3/GBB-CBS/0119-00/6142800/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6142800;IE-GEEN;Onderhoudscontracten computermaterieel;€ 73.500,00;€ 73.500,00;€ 73.500,00;€ 73.500,00;€ 73.500,00;€ 73.500,00
BP2014_2021-3/GBB-CBS/0119-00/6142999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6142999;IE-GEEN;Overige informaticakosten;€ 10.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00
BP2014_2021-3/GBB-CBS/0119-00/6143001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6143001;IE-GEEN;Representatie- en receptiekosten & kosten onthaal;€ 31.000,00;€ 20.000,00;€ 20.000,00;€ 20.000,00;€ 20.000,00;€ 20.000,00
BP2014_2021-3/GBB-CBS/0119-00/6143004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6143004;IE-GEEN;Restaurantkosten;€ 1.500,00;500;500;500;500;500
BP2014_2021-3/GBB-CBS/0119-00/6149000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6149000;IE-GEEN;Overige administratie- en kantoorkosten;400;400;400;400;400;400
BP2014_2021-3/GBB-CBS/0119-00/6150001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6150001;IE-GEEN;Aankoop klein materieel;500;250;250;250;250;250
BP2014_2021-3/GBB-CBS/0119-00/6150003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6150003;IE-GEEN;Kosten van bewaking en veiligheid;€ 21.000,00;€ 21.000,00;€ 21.000,00;€ 21.000,00;€ 21.000,00;€ 21.000,00
BP2014_2021-3/GBB-CBS/0119-00/6150004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6150004;IE-GEEN;Controle- en keuringsorganismen technisch materieel;100;100;100;100;100;100
BP2014_2021-3/GBB-CBS/0119-00/6150006/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6150006;IE-GEEN;Lidmaatschappen;€ 11.600,00;€ 11.600,00;€ 11.600,00;€ 11.600,00;€ 11.600,00;€ 11.600,00
BP2014_2021-3/GBB-CBS/0119-00/6150011/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6150011;IE-GEEN;Kosten werkkleding;400;900;900;900;900;900
BP2014_2021-3/GBB-CBS/0119-00/6150800/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6150800;IE-GEEN;Onderhoudscontracten technisch materieel;€ 1.750,00;€ 1.750,00;€ 1.750,00;€ 1.750,00;€ 1.750,00;€ 1.750,00
BP2014_2021-3/GBB-CBS/0119-00/6160001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6160001;IE-GEEN;Aankoop benodigdheden voor voertuigen;300;300;300;300;300;300
BP2014_2021-3/GBB-CBS/0119-00/6160003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6160003;IE-GEEN;Controle- en keuringskosten voertuigen;100;100;100;100;100;100
BP2014_2021-3/GBB-CBS/0119-00/6160004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6160004;IE-GEEN;Olie en brandstof voor voertuigen;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00
BP2014_2021-3/GBB-CBS/0119-00/6160300/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6160300;IE-GEEN;Onderhoud en herstelling voertuigen;350;350;350;350;350;350
BP2014_2021-3/GBB-CBS/0119-00/6201000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;€ 243.470,00;€ 249.031,75;€ 255.357,51;€ 261.741,45;€ 268.284,99;€ 274.992,11
BP2014_2021-3/GBB-CBS/0119-00/6203000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6203000;IE-GEEN;Bezoldigingen contractueel personeel;€ 43.958,00;€ 45.139,45;€ 46.897,69;€ 48.070,13;€ 49.271,89;€ 50.503,68
BP2014_2021-3/GBB-CBS/0119-00/6211000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;€ 99.230,00;€ 101.670,75;€ 104.192,49;€ 106.797,30;€ 109.467,23;€ 112.203,91
BP2014_2021-3/GBB-CBS/0119-00/6211001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0119-00/6213000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen;€ 12.775,00;€ 13.089,37;€ 13.411,61;€ 13.741,90;€ 14.033,77;€ 14.384,61
BP2014_2021-3/GBB-CBS/0119-00/6221100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;€ 1.629,12;€ 1.655,70;€ 1.682,82;€ 1.710,47;€ 1.710,47;€ 1.710,47
BP2014_2021-3/GBB-CBS/0119-00/6223000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen;408;831.61;848.24;865.2;882.51;900.16
BP2014_2021-3/GBB-CBS/0119-00/6223100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;176;186.77;190.51;194.32;194.32;194.32
BP2014_2021-3/GBB-CBS/0119-00/6231003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6231003;IE-GEEN;Vakbondspremies;290.52;294.88;299.3;303.79000000000002;303.79000000000002;303.79000000000002
BP2014_2021-3/GBB-CBS/0119-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6231004;IE-GEEN;Maaltijdcheques;€ 8.500,00;€ 8.300,00;€ 8.300,00;€ 8.300,00;€ 8.300,00;€ 8.300,00
BP2014_2021-3/GBB-CBS/0119-00/6400008/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6400008;IE-GEEN;Bijdragen reprobel;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0119-00/6400009/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6400009;IE-GEEN;Belastingen en taksen op rollend materieel;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0119-00/6409999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6409999;IE-GEEN;Overige werkingsbelastingen;100;100;100;100;100;100
BP2014_2021-3/GBB-CBS/0119-00/6430000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6430000;IE-GEEN;Vergoeding schadegevallen;250;250;250;250;250;250
BP2014_2021-3/GBB-CBS/0119-00/6496000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;;0;0;0;;
BP2014_2021-3/GBB-CBS/0119-00/6599999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6599999;IE-GEEN;Overige diverse financiÃ«le kosten;€ 1.350,00;€ 1.350,00;€ 1.350,00;€ 1.350,00;€ 1.350,00;€ 1.350,00
BP2014_2021-3/GBB-CBS/0119-00/7080000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0119-00;7080000;IE-GEEN;Toegekende kortingen, ristorno's en rabatten (-);0;0;0;0;0;0
BP2014_2021-3/GBB-CBS/0119-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0119-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;€ 1.200,00;€ 1.200,00;€ 1.200,00;€ 1.200,00;€ 1.200,00;€ 1.200,00
BP2014_2021-3/GBB-CBS/0130-00/2410000/BESTUUR/CBS/IE6/U;GBB-CBS;0130-00;2410000;IE6;Informaticamaterieel - gemeenschapsgoederen;0;€ 17.900,00;;;;
BP2014_2021-3/GBB-CBS/0130-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);3.5;6.5;6.5;6.5;6.5;6.5
