Code;Actie;Beleidsitem code;Algemene rekening;Investeringsenveloppe;Omschrijving budgetboekjaar;Bedrag (Bj+0);Bedrag (Bj+1);Bedrag (Bj+2);Bedrag (Bj+3);Bedrag (Bj+4);Bedrag (Bj+5)
BP2014_2023-5./GBB-CBS/0310-00/7406999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0310-00;7406999;IE-GEEN;Subsidie infiltratiesystemen;18425;;;;;
BP2014_2023-5./GBB-CBS/0319-00/2240007/BESTUUR/CBS/IE6/U;GBB-CBS;0319-00;2240007;IE6;Wegen - Activa in aanbouw;147787.09;;;;;
BP2014_2023-5./GBB-CBS/0319-00/6103510/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0319-00;6103510;IE-GEEN;Aandeel in kosten voor onderhoud & ruiming onbevaarbare waterlopen;22000;67131.72;22000;22000;22000;22000
BP2014_2023-5./GBB-CBS/0319-00/6400005/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0319-00;6400005;IE-GEEN;Belastingen op polders en wateringen;300;300;300;300;300;300
BP2014_2023-5./GBB-CBS/0319-00/7450001/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0319-00;7450001;IE-GEEN;Schadevergoedingen;82661.27;;;;;
BP2014_2023-5./GBB-CBS/0320-00/6491000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0320-00;6491000;IE-GEEN;Toelage grondonderzoek;700;1500;1500;1500;1500;1500
BP2014_2023-5./GBB-CBS/0341-00/2140007/BESTUUR/CBS/IE6/U;GBB-CBS;0341-00;2140007;IE6;Overdracht krediet van 2015 naar 2016;7655;5000;;;;
BP2014_2023-5./GBB-CBS/0341-00/6170001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0341-00;6170001;IE-GEEN;Erosiecoördinator;8900;8900;8900;8900;8900;8900
BP2014_2023-5./GBB-CBS/0341-00/7405002/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0341-00;7405002;IE-GEEN;Personeelssubsidies algemeen;11137.79;8900;8900;8900;8900;8900
BP2014_2023-5./GBB-CBS/0390-00/6139999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0390-00;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;100;100;100;100;100;100
BP2014_2023-5./GBB-CBS/0390-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0390-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);2;2;2;3;3;3
BP2014_2023-5./GBB-CBS/0390-00/6201000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0390-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;22977.85;37390;38325;39283;40265;41272
BP2014_2023-5./GBB-CBS/0390-00/6203000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0390-00;6203000;IE-GEEN;Bezoldigingen contractueel personeel;23116.25;23817;24412;25022;25648;26289
BP2014_2023-5./GBB-CBS/0390-00/6211000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0390-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;8126.07;15504;15892;16289;16696;17113
BP2014_2023-5./GBB-CBS/0390-00/6211001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0390-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;0;;;;;
BP2014_2023-5./GBB-CBS/0390-00/6213000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0390-00;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen;7174.11;6958;7132;7310;7493;7680
BP2014_2023-5./GBB-CBS/0390-00/6221100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0390-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;252.42;257.47000000000003;257.47000000000003;257.47000000000003;257.47000000000003;257.47000000000003
BP2014_2023-5./GBB-CBS/0390-00/6223000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0390-00;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen;429.32;438;447;671;684;698
BP2014_2023-5./GBB-CBS/0390-00/6223100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0390-00;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;116.76;119.1;119.1;119.1;119.1;119.1
BP2014_2023-5./GBB-CBS/0390-00/6231003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0390-00;6231003;IE-GEEN;Vakbondspremies;75;75;75;75;75;75
BP2014_2023-5./GBB-CBS/0390-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0390-00;6231004;IE-GEEN;Maaltijdcheques;1400;2000;2000;2000;2000;2000
BP2014_2023-5./GBB-CBS/0390-00/6493000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0390-00;6493000;IE-GEEN;Subsidie Bond Beter Leefmilieu;530.39;541;551.82000000000005;562.86;574.86;586.36
BP2014_2023-5./GBB-CBS/0390-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0390-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;200;350;350;350;350;350
BP2014_2023-5./GBB-CBS/0470-00/6001000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0470-00;6001000;IE-GEEN;Aankoop technisch materiaal;50;;;;;
BP2014_2023-5./GBB-CBS/0470-00/6139999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0470-00;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;7500;8500;8500;8500;8500;8500
BP2014_2023-5./GBB-CBS/0490-00/2300000/BESTUUR/CBS/IE6/U;GBB-CBS;0490-00;2300000;IE6;Installaties, machines en uitrusting - gemeenschapsgoederen;;75000;;;;
BP2014_2023-5./GBB-CBS/0490-00/6142800/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0490-00;6142800;IE-GEEN;Onderhoudscontracten computermaterieel;5000;5000;5000;5000;5000;5000
BP2014_2023-5./GBB-CBS/0490-00/6159999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0490-00;6159999;IE-GEEN;Overige exploitatiekosten;500;30000;30000;2500;2500;2500
BP2014_2023-5./GBB-CBS/0490-00/7040999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0490-00;7040999;IE-GEEN;Andere terugvorderingen en tussenkomsten;0;;;;;
BP2014_2023-5./GBB-CBS/0500-00/2200900/BESTUUR/CBS/IE6/U;GBB-CBS;0500-00;2200900;IE6;Onbebouwde terreinen - andere terreinen - gemeenschapsgoederen - parkings;;200000;;;;
BP2014_2023-5./GBB-CBS/0500-00/2903000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0500-00;2903000;IE-GEEN;Vorderingen wegens toegestane leningen - nominale waarde;;200000;;;;
BP2014_2023-5./GBB-CBS/0500-00/4943000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0500-00;4943000;IE-GEEN;Vorderingen wegens toegestane leningen die binnen het jaar vervallen;;;120000;8000;8000;8000
BP2014_2023-5./GBB-CBS/0520-00/6001000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0520-00;6001000;IE-GEEN;Aankoop technisch materiaal;0;;;;;
BP2014_2023-5./GBB-CBS/0520-00/6139999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0520-00;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;100;;;;;
BP2014_2023-5./GBB-CBS/0520-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0520-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);0;;;;;
BP2014_2023-5./GBB-CBS/0520-00/7000008/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0520-00;7000008;IE-GEEN;Verkoop van infobrochures;700;700;700;700;700;700
BP2014_2023-5./GBB-CBS/0520-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0520-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;0;;;;;
BP2014_2023-5./GBB-CBS/0521-00/6493000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0521-00;6493000;IE-GEEN;Toelage toerisme Vlaams-Brabant;4896.5;4896.5;4896.5;4896.5;4896.5;4896.5
BP2014_2023-5./GBB-CBS/0600-00/2140000/BESTUUR/CBS/IE6/U;GBB-CBS;0600-00;2140000;IE6;Plannen en studies;;48000;;;;
BP2014_2023-5./GBB-CBS/0600-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0600-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);0;;;;;
BP2014_2023-5./GBB-CBS/0600-00/6201000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0600-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;117826.76;119408;122393;125453;128589;131804
BP2014_2023-5./GBB-CBS/0600-00/6211000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0600-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;48074.080000000002;49072;50299;51556;52845;54166
BP2014_2023-5./GBB-CBS/0600-00/6211001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0600-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;0;;;;;
BP2014_2023-5./GBB-CBS/0600-00/6221100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0600-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;500;600;600;600;600;600
BP2014_2023-5./GBB-CBS/0600-00/6231003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0600-00;6231003;IE-GEEN;Vakbondspremies;99.77;101.26;101.26;101.26;101.26;101.26
BP2014_2023-5./GBB-CBS/0600-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0600-00;6231004;IE-GEEN;Maaltijdcheques;3000;3000;3000;3000;3000;3000
BP2014_2023-5./GBB-CBS/0600-00/7020004/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0600-00;7020004;IE-GEEN;Verstrekken van Stedenbouwkundige inlichtingen;21000;17000;17000;17000;17000;17000
BP2014_2023-5./GBB-CBS/0600-00/7406999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0600-00;7406999;IE-GEEN;Overige specifieke projectsubsidies;4500;;;;;
BP2014_2023-5./GBB-CBS/0600-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0600-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;500;500;500;500;500;500
BP2014_2023-5./GBB-CBS/0610-00/2140000/BESTUUR/CBS/IE6/U;GBB-CBS;0610-00;2140000;IE6;Plannen en studies;;10000;10000;;;
BP2014_2023-5./GBB-CBS/0610-00/2200100/BESTUUR/CBS/IE6/U;GBB-CBS;0610-00;2200100;IE6;Onbebouwde terreinen - landbouwgronden - gemeenschapsgoederen;;25000;;;;
BP2014_2023-5./GBB-CBS/0610-00/2200200/BESTUUR/CBS/IE6/U;GBB-CBS;0610-00;2200200;IE6;Onbebouwde terreinen -  niet bebouwde bouwgronden - gemeenschapsgoederen;;300000;;;;
BP2014_2023-5./GBB-CBS/0610-00/2200300/BESTUUR/CBS/IE6/O;GBB-CBS;0610-00;2200300;IE6;Onbebouwde terreinen - industrieterreinen - gemeenschapsgoederen;;250000;;;;
BP2014_2023-5./GBB-CBS/0610-00/2200300/BESTUUR/CBS/IE6/U;GBB-CBS;0610-00;2200300;IE6;Onbebouwde terreinen - industrieterreinen - gemeenschapsgoederen;;250000;;;;
BP2014_2023-5./GBB-CBS/0610-00/6493000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0610-00;6493000;IE-GEEN;Toegestane werkingssubsidies aan verenigingen;;;1500;;1500;
BP2014_2023-5./GBB-CBS/0620-00/2840000/BESTUUR/CBS/IE6/O;GBB-CBS;0620-00;2840000;IE6;Andere aandelen - aanschaffingswaarde;57400;;;;;
BP2014_2023-5./GBB-CBS/0620-00/7500000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0620-00;7500000;IE-GEEN;Dividenden Demer en Dijle;500;;;;;
BP2014_2023-5./GBB-CBS/0621-00/7406999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0621-00;7406999;IE-GEEN;subsidie actualisatie leegstandregister;0;;;;;
BP2014_2023-5./GBB-CBS/0640-00/6599999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0640-00;6599999;IE-GEEN;Overige diverse financiÃ«le kosten;0;;;;;
BP2014_2023-5./GBB-CBS/0640-00/7500000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0640-00;7500000;IE-GEEN;Opbrengsten uit financiÃ«le vaste activa;212905.55;212600;212600;212600;212600;212600
BP2014_2023-5./GBB-CBS/0640-00/7599999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0640-00;7599999;IE-GEEN;Dividenden intercommunale vereniging voor electriciteitsvoorziening;0;;;;;
BP2014_2023-5./GBB-CBS/0650-00/6599999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0650-00;6599999;IE-GEEN;Overige diverse financiÃ«le kosten;0;;;;;
BP2014_2023-5./GBB-CBS/0650-00/7500000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0650-00;7500000;IE-GEEN;Opbrengsten uit financiÃ«le vaste activa;64777.61;64600;64600;64600;64600;64600
BP2014_2023-5./GBB-CBS/0650-00/7599999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0650-00;7599999;IE-GEEN;Dividenden intercommunale vereniging voor gasvoorziening;0;;;;;
BP2014_2023-5./GBB-CBS/0670-00/2289000/BESTUUR/CBS/IE6/U;GBB-CBS;0670-00;2289000;IE6;Overige onroerende infrastructuur;154000;211000;200000;200000;200000;200000
BP2014_2023-5./GBB-CBS/0670-00/6110000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0670-00;6110000;IE-GEEN;Openbare verlichting;80000;80000;80000;80000;80000;80000
BP2014_2023-5./GBB-CBS/0670-00/6150300/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0670-00;6150300;IE-GEEN;Onderhoud openbare verlichting;22500;21000;16000;14500;13000;13000
BP2014_2023-5./GBB-CBS/0680-00/2300000/BESTUUR/CBS/IE6/U;GBB-CBS;0680-00;2300000;IE6;Overdracht krediet van 2017 naar 2018;2500;17400;6500;6500;6500;6500
BP2014_2023-5./GBB-CBS/0680-00/2430000/BESTUUR/CBS/IE6/U;GBB-CBS;0680-00;2430000;IE6;vervanging auto Fiat Ducato LAK-202;17324.3;51000;;;150000;
BP2014_2023-5./GBB-CBS/0680-00/6001000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6001000;IE-GEEN;Aankoop technisch materiaal;5000;6000;6000;6000;6000;6000
BP2014_2023-5./GBB-CBS/0680-00/6103501/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6103501;IE-GEEN;Benodigdheden voor aanleg en onderhoud van wegen;10000;12500;12500;12500;12500;12500
BP2014_2023-5./GBB-CBS/0680-00/6131002/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6131002;IE-GEEN;Erelonen en vergoedingen consultancy;4200;;;;;
BP2014_2023-5./GBB-CBS/0680-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);16;16;16;24;24;24
BP2014_2023-5./GBB-CBS/0680-00/6141999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6141999;IE-GEEN;Overige administratiekosten;100;100;100;100;100;100
BP2014_2023-5./GBB-CBS/0680-00/6150001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6150001;IE-GEEN;Aankoop klein materieel;0;;;;;
BP2014_2023-5./GBB-CBS/0680-00/6150011/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6150011;IE-GEEN;Kosten werkkleding;7000;7000;7000;7000;7000;7000
BP2014_2023-5./GBB-CBS/0680-00/6150200/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6150200;IE-GEEN;Huur technisch materieel;1500;4000;4000;4000;4000;4000
BP2014_2023-5./GBB-CBS/0680-00/6150300/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6150300;IE-GEEN;Onderhoud en herstelling technisch materieel;3000;3000;3000;3000;3000;3000
BP2014_2023-5./GBB-CBS/0680-00/6160001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6160001;IE-GEEN;Aankoop benodigdheden voor voertuigen;4250;7000;7000;7000;7000;7000
BP2014_2023-5./GBB-CBS/0680-00/6160300/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6160300;IE-GEEN;Onderhoud en herstelling voertuigen;4500;4500;4500;4500;4500;4500
BP2014_2023-5./GBB-CBS/0680-00/6201000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;158533.6;158739;162707;166775;170944;175218
BP2014_2023-5./GBB-CBS/0680-00/6203000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6203000;IE-GEEN;Bezoldigingen contractueel personeel;170371.34;192759;197578;202517;207580;212770
BP2014_2023-5./GBB-CBS/0680-00/6211000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;65583.44;64191;65796;67441;69127;70855
BP2014_2023-5./GBB-CBS/0680-00/6211001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;0;;;;;
BP2014_2023-5./GBB-CBS/0680-00/6213000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen;49479.31;56645;58061;59513;61001;62526
BP2014_2023-5./GBB-CBS/0680-00/6219000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6219000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - Sociale Maribel (-);-34250.01;-34250.01;-34250.01;-34250.01;-34250.01;-34250.01
BP2014_2023-5./GBB-CBS/0680-00/6221100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;1294.26;1320.15;1320.15;1320.15;1320.15;1320.15
BP2014_2023-5./GBB-CBS/0680-00/6222000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6222000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -gesubs.contract.;0;;;;;
BP2014_2023-5./GBB-CBS/0680-00/6223000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen;3409.37;3478;3548;5322;5428;5537
BP2014_2023-5./GBB-CBS/0680-00/6223100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;1400;1400;1400;1400;1400;1400
BP2014_2023-5./GBB-CBS/0680-00/6230001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6230001;IE-GEEN;Kosten voor verplaatsingen van en naar het werk;1700;1700;1700;1700;1700;1700
BP2014_2023-5./GBB-CBS/0680-00/6231003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6231003;IE-GEEN;Vakbondspremies;548.72;556.96;556.96;556.96;556.96;556.96
BP2014_2023-5./GBB-CBS/0680-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6231004;IE-GEEN;Maaltijdcheques;14000;14000;14000;14000;14000;14000
BP2014_2023-5./GBB-CBS/0680-00/6430000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6430000;IE-GEEN;Vergoeding schadegevallen;100;100;100;100;100;100
BP2014_2023-5./GBB-CBS/0680-00/6491000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6491000;IE-GEEN;Toelage aanplantingen;750;750;750;750;750;750
BP2014_2023-5./GBB-CBS/0680-00/6493000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6493000;IE-GEEN;Toelage Regionaal Landschap Dijleland;6141.64;6286.68;6412.41;6540.66;6671.47;6804.9
BP2014_2023-5./GBB-CBS/0680-00/7405999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0680-00;7405999;IE-GEEN;Overige werkingstoelage aangaande personeelsaangelegenheden;163.11000000000001;163.11000000000001;163.11000000000001;163.11000000000001;163.11000000000001;163.11000000000001
BP2014_2023-5./GBB-CBS/0680-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0680-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;2200;2200;2200;2200;2200;2200
BP2014_2023-5./GBB-CBS/0690-00/7040999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0690-00;7040999;IE-GEEN;Retributie op werken aan nutsvoorzieningen;24969.05;24969.05;24969.05;24969.05;24969.05;24969.05
BP2014_2023-5./GBB-CBS/0701-00/2210500/BESTUUR/CBS/IE6/U;GBB-CBS;0701-00;2210500;IE6;Gebouwen - culturele gebouwen - gemeenschapsgoederen;190000;286000;;500000;50000;
BP2014_2023-5./GBB-CBS/0701-00/2300000/BESTUUR/CBS/IE6/U;GBB-CBS;0701-00;2300000;IE6;Installaties, machines en uitrusting - gemeenschapsgoederen;;4500;;;;
BP2014_2023-5./GBB-CBS/0701-00/2400000/BESTUUR/CBS/IE6/U;GBB-CBS;0701-00;2400000;IE6;Overdracht krediet van 2017 naar 2018;8037.44;18500;25000;16000;;
BP2014_2023-5./GBB-CBS/0701-00/2410000/BESTUUR/CBS/IE6/U;GBB-CBS;0701-00;2410000;IE6;Overdracht krediet van 2015 naar 2016;23934.54;;;;;
BP2014_2023-5./GBB-CBS/0701-00/2751000/BESTUUR/CBS/IE6/U;GBB-CBS;0701-00;2751000;IE6;Kunstwerken;9000;;;;;
BP2014_2023-5./GBB-CBS/0701-00/6001000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0701-00;6001000;IE-GEEN;Aankoop technisch materiaal;500;;;;;
BP2014_2023-5./GBB-CBS/0701-00/6103001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0701-00;6103001;IE-GEEN;Benodigdheden voor gebouwen;18000;15000;30000;15000;15000;15000
BP2014_2023-5./GBB-CBS/0701-00/6103010/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0701-00;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen;20000;25800;20000;20000;20000;20000
BP2014_2023-5./GBB-CBS/0701-00/6110000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0701-00;6110000;IE-GEEN;Elektriciteit;30000;30000;30000;30000;30000;30000
BP2014_2023-5./GBB-CBS/0701-00/6111000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0701-00;6111000;IE-GEEN;Gas;30000;30000;30000;30000;30000;30000
BP2014_2023-5./GBB-CBS/0701-00/6113000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0701-00;6113000;IE-GEEN;Water;6000;6000;6000;6000;6000;6000
BP2014_2023-5./GBB-CBS/0701-00/6131002/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0701-00;6131002;IE-GEEN;Erelonen en vergoedingen consultancy;5000;;;;;
BP2014_2023-5./GBB-CBS/0701-00/6139999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0701-00;6139999;IE-GEEN;uitbesteden techniekuren;1500;5000;5000;5000;5000;5000
BP2014_2023-5./GBB-CBS/0701-00/6141001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0701-00;6141001;IE-GEEN;Kantoorbenodigdheden;500;;;;;
BP2014_2023-5./GBB-CBS/0701-00/6141002/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0701-00;6141002;IE-GEEN;Documentatie en abonnementen;400;400;400;400;400;400
BP2014_2023-5./GBB-CBS/0701-00/6141004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0701-00;6141004;IE-GEEN;Communicatiekosten telefoon en internet;5000;5000;5000;5000;5000;5000
BP2014_2023-5./GBB-CBS/0701-00/6141006/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0701-00;6141006;IE-GEEN;Administratief drukwerk en kopieerkosten;6000;6000;6000;6000;6000;6000
BP2014_2023-5./GBB-CBS/0701-00/6142001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0701-00;6142001;IE-GEEN;Aankoop klein hard- en softwaremateriaal;2500;2500;2500;2500;2500;2500
BP2014_2023-5./GBB-CBS/0701-00/6142800/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0701-00;6142800;IE-GEEN;Onderhoudscontracten computermaterieel;18500;12100;12100;12100;12100;12100
BP2014_2023-5./GBB-CBS/0701-00/6143007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0701-00;6143007;IE-GEEN;Publiciteit, advertenties & info;2250;9250;6250;9250;6250;9250
BP2014_2023-5./GBB-CBS/0701-00/6149000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0701-00;6149000;IE-GEEN;Overige administratie- en kantoorkosten;400;400;400;400;400;400
BP2014_2023-5./GBB-CBS/0701-00/6150001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0701-00;6150001;IE-GEEN;Aankoop klein materieel;2500;2500;2500;2500;2500;2500
BP2014_2023-5./GBB-CBS/0701-00/6150004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0701-00;6150004;IE-GEEN;Controle- en keuringsorganismen technisch materieel;2000;2000;2000;2000;2000;2000
BP2014_2023-5./GBB-CBS/0701-00/6150011/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0701-00;6150011;IE-GEEN;Kosten werkkleding;;3000;3000;3000;3000;3000
BP2014_2023-5./GBB-CBS/0701-00/6150300/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0701-00;6150300;IE-GEEN;Onderhoud en herstelling technisch materieel;3000;4000;4000;4000;4000;4000
BP2014_2023-5./GBB-CBS/0701-00/6150800/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0701-00;6150800;IE-GEEN;Onderhoudscontracten technisch materieel;2000;2000;2000;2000;2000;2000
BP2014_2023-5./GBB-CBS/0701-00/6159999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0701-00;6159999;IE-GEEN;Overige exploitatiekosten;1500;1500;1500;1500;1500;1500
BP2014_2023-5./GBB-CBS/0701-00/6160001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0701-00;6160001;IE-GEEN;Aankoop benodigdheden voor voertuigen;500;500;500;500;500;500
BP2014_2023-5./GBB-CBS/0701-00/6160003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0701-00;6160003;IE-GEEN;Controle- en keuringskosten voertuigen;100;100;100;100;100;100
