Code;Actie;Actie oms.;BI;Beleidsitem oms.;AR;IE;Eerste omschrijving;2014;2015;2016;2017;2018;2019;;geen aanpassing;;;
BP2014_2019-0/GBB-CBS/0703-00/6141004/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;6141004;IE-GEEN;Communicatiekosten telefoon en internet;€ 1,760.00;€ 1,760.00;€ 1,760.00;€ 1,760.00;€ 1,760.00;€ 1,760.00;;ok;;;
BP2014_2019-0/GBB-CBS/0703-00/6141007/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);€ 1.00;€ 1.00;€ 1.00;€ 1.00;€ 1.00;€ 1.00;;;;;
BP2014_2019-0/GBB-CBS/0703-00/6141999/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;6141999;IE-GEEN;Overige administratiekosten;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;;;;;
BP2014_2019-0/GBB-CBS/0703-00/6142001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;6142001;IE-GEEN;Aankoop klein hard- en softwaremateriaal;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;;;;;
BP2014_2019-0/GBB-CBS/0703-00/6142800/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;6142800;IE-GEEN;Onderhoudscontracten computermaterieel;€ 4,640.00;€ 7,800.00;€ 7,800.00;€ 7,800.00;€ 7,800.00;€ 7,800.00;;ncl. SiteKiosk voor op nieuwe pc's;;;
BP2014_2019-0/GBB-CBS/0703-00/6149000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;6149000;IE-GEEN;Overige administratie- en kantoorkosten;€ 500.00;€ 250.00;€ 250.00;€ 250.00;€ 250.00;€ 250.00;;;;;
BP2014_2019-0/GBB-CBS/0703-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;6159999;IE-GEEN;Overige exploitatiekosten;€ 2,500.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;;;;;
BP2014_2019-0/GBB-CBS/0703-00/6201000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;€ 79,550.00;€ 92,419.58;€ 94,730.07;€ 97,098.32;€ 99,525.77;€ 102,013.92;;;;;
BP2014_2019-0/GBB-CBS/0703-00/6202000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;6202000;IE-GEEN;Bezoldigingen gesubsidieerde contractuelen;€ 33,550.00;€ 34,388.75;€ 35,248.47;€ 36,129.68;€ 37,032.92;€ 37,958.75;;;;;
BP2014_2019-0/GBB-CBS/0703-00/6203000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;6203000;IE-GEEN;Bezoldigingen contractueel personeel;€ 13,400.00;€ 15,735.00;€ 16,078.38;€ 16,430.33;€ 16,791.09;€ 17,160.87;;;;;
BP2014_2019-0/GBB-CBS/0703-00/6211000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;€ 11,137.50;€ 11,415.94;€ 11,701.34;€ 11,993.87;€ 12,293.72;€ 12,601.06;;;;;
BP2014_2019-0/GBB-CBS/0703-00/6211001/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;€ 18,700.00;€ 19,448.00;€ 20,225.92;€ 20,832.70;€ 21,457.68;€ 22,101.41;;;;;
BP2014_2019-0/GBB-CBS/0703-00/6212000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;6212000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - gesubsidieerde contractuelen;€ 1,750.00;€ 1,793.75;€ 1,838.59;€ 1,884.56;€ 1,931.67;€ 1,979.96;;;;;
BP2014_2019-0/GBB-CBS/0703-00/6213000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - contractuelen;€ 3,712.50;€ 3,805.31;€ 3,900.45;€ 3,997.96;€ 4,097.91;€ 4,200.35;;;;;
BP2014_2019-0/GBB-CBS/0703-00/6221100/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;€ 627.00;€ 639.54;€ 652.33;€ 665.38;€ 678.68;€ 692.26;;;;;
BP2014_2019-0/GBB-CBS/0703-00/6222000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;6222000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -gesubs.contract.;€ 333.33;€ 341.67;€ 350.21;€ 358.96;€ 367.94;€ 377.14;;;;;
BP2014_2019-0/GBB-CBS/0703-00/6222100/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;6222100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek.-hospitalisatieverzek.-gesubs.contract.;€ 634.70;€ 674.39;€ 660.34;€ 673.55;€ 687.02;€ 700.76;;;;;
BP2014_2019-0/GBB-CBS/0703-00/6223000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen - contractuelen;€ 166.67;€ 170.83;€ 175.10;€ 179.48;€ 183.97;€ 188.57;;;;;
BP2014_2019-0/GBB-CBS/0703-00/6223100/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;€ 176.00;€ 179.52;€ 183.11;€ 186.77;€ 190.51;€ 194.32;;;;;
BP2014_2019-0/GBB-CBS/0703-00/6230001/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;6230001;IE-GEEN;Kosten voor verplaatsingen van en naar het werk;€ 1,600.00;€ 1,624.00;€ 1,648.36;€ 1,673.09;€ 1,698.18;€ 1,723.65;;;;;
BP2014_2019-0/GBB-CBS/0703-00/6231004/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;6231004;IE-GEEN;Maaltijdcheques;€ 8,100.00;€ 8,100.00;€ 8,100.00;€ 8,100.00;€ 8,100.00;€ 8,100.00;;;;;
BP2014_2019-0/GBB-CBS/0703-00/6496000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;€ 282.00;€ 286.23;€ 290.52;€ 294.88;€ 299.30;€ 303.79;;;;;
BP2014_2019-0/1.1.2.1/0709-00/6493000/BESTUUR/CBS/500/IE-GEEN/U;1.1.2.1;Optimaliseren van de werking van de adviesraden en deze ondersteunen;0709-00;Overige culturele instellingen;6493000;IE-GEEN;* Toelage culturele raad;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;;;;;
BP2014_2019-0/4.1.1.1/0709-00/6493000/BESTUUR/CBS/800/IE-GEEN/U;4.1.1.1;Voorzien van een bijdrage aan de vzw Cultuurcentrum Bierbeek;0709-00;Overige culturele instellingen;6493000;IE-GEEN;doorstorting werkingskosten vzw De borre;€ 14,913.64;€ 15,211.91;€ 15,516.15;€ 15,826.47;€ 16,143.00;€ 16,465.86;;;;;
BP2014_2019-0/2.2.3.5/0710-00/6430100/BESTUUR/CBS/500/IE-GEEN/U;2.2.3.5;Ondersteunen van buurtfeesten en verbondenheidsversterkende intiatieven;0710-00;Feesten en plechtigheden;6430100;IE-GEEN;Tussenkomst in exploitatiekosten;€ 4,250.00;€ 4,250.00;€ 4,250.00;€ 4,250.00;€ 4,250.00;€ 4,250.00;;;;;
BP2014_2019-0/GBB-CBS/0710-00/6159999/BESTUUR/CBS/800/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0710-00;Feesten en plechtigheden;6159999;IE-GEEN;Feest. & plechtigheden : techn. benod. vr rechts. verbruik;€ 9,000.00;€ 9,000.00;€ 9,000.00;€ 9,000.00;€ 9,000.00;€ 9,000.00;;;;;
BP2014_2019-0/GBB-CBS/0710-00/6491000/BESTUUR/CBS/480/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0710-00;Feesten en plechtigheden;6491000;IE-GEEN;Geboortepremie & premie jubilarissen;€ 2,500.00;€ 9,000.00;€ 7,000.00;€ 7,000.00;€ 7,000.00;€ 7,000.00;;;;;
BP2014_2019-0/GBB-CBS/0719-00/6110000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0719-00;Overige evenementen;6110000;IE-GEEN;Elektriciteit;€ 1,000.00;€ 915.00;€ 928.73;€ 942.66;€ 956.80;€ 971.15;;;;;
BP2014_2019-0/1.2.4.1/0721-00/6493000/BESTUUR/CBS/800/IE-GEEN/U;1.2.4.1;Zoeken naar schaalvoordelen bij inter- en bovengemeentelijke samenwerking;0721-00;Archeologie;6493000;IE-GEEN;Toegestane werkingssubsidies aan verenigingen;€ 3,900.00;€ 3,900.00;€ 3,900.00;€ 3,900.00;€ 3,900.00;€ 3,900.00;;;;;
BP2014_2019-0/1.1.2.1/0729-00/6493000/BESTUUR/CBS/500/IE-GEEN/U;1.1.2.1;Optimaliseren van de werking van de adviesraden en deze ondersteunen;0729-00;Overig beleid inzake het erfgoed;6493000;IE-GEEN;Subsidie Gemeentelijke Erfgoed Raad;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;;;;;
BP2014_2019-0/1.2.4.2/0729-00/6493000/BESTUUR/CBS/800/IE-GEEN/U;1.2.4.2;Verder versterken en benutten van netwerken en samenwerkingsverbanden;0729-00;Overig beleid inzake het erfgoed;6493000;IE-GEEN;Erfgoedplus;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;;;;;
BP2014_2019-0/4.3.1.1/0729-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;4.3.1.1;Gericht publiceren over erfgoed in Bierbeek;0729-00;Overig beleid inzake het erfgoed;6159999;IE-GEEN;Overige exploitatiekosten;;;€ 500.00;€ 500.00;€ 500.00;€ 500.00;;;;;
BP2014_2019-0/4.3.1.3/0729-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;4.3.1.3;Vrijwilligers vormen inzake erfgoed;0729-00;Overig beleid inzake het erfgoed;6159999;IE-GEEN;Overige exploitatiekosten;€ 200.00;€ 200.00;€ 200.00;€ 200.00;€ 200.00;€ 200.00;;;;;
BP2014_2019-0/4.3.2.1/0729-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;4.3.2.1;Stimuleren en ondersteunen van erfgoedparticipatie;0729-00;Overig beleid inzake het erfgoed;6159999;IE-GEEN;Overige exploitatiekosten;€ 3,100.00;€ 4,100.00;€ 3,100.00;€ 3,100.00;€ 3,100.00;€ 3,100.00;;;;;
BP2014_2019-0/4.3.2.2/0729-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;4.3.2.2;Uitbouwen van het Bierbeeks Erfgoed Depot;0729-00;Overig beleid inzake het erfgoed;6159999;IE-GEEN;Overige exploitatiekosten;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;;;;;
BP2014_2019-0/GBB-CBS/0729-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0729-00;Overig beleid inzake het erfgoed;6159999;IE-GEEN;Overige exploitatiekosten;€ 900.00;€ 900.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;;;;;
BP2014_2019-0/1.1.2.1/0740-00/6493000/BESTUUR/CBS/800/IE-GEEN/U;1.1.2.1;Optimaliseren van de werking van de adviesraden en deze ondersteunen;0740-00;Sport;6493000;IE-GEEN;Toelage sportraad;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;;;;;
BP2014_2019-0/1.2.5.1/0740-00/6150010/BESTUUR/CBS/500/IE-GEEN/U;1.2.5.1;Stimuleren van vorming en opleiding;0740-00;Sport;6150010;IE-GEEN;Opleidingskosten;€ 750.00;€ 750.00;€ 750.00;€ 750.00;€ 750.00;€ 750.00;;;;;
BP2014_2019-0/2.1.2.6/0740-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;2.1.2.6;Samenwerken met OCMW aan het verhogen van de sportparticipatie door kansarmen;0740-00;Sport;6159999;IE-GEEN;Overige exploitatiekosten;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;;;;;
BP2014_2019-0/2.2.1.1/0740-00/6139999/BESTUUR/CBS/600/IE-GEEN/U;2.2.1.1;Inrichten en onderhouden van een ruim sportaanbod voor senioren;0740-00;Sport;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;€ 4,500.00;€ 4,500.00;€ 4,500.00;€ 4,500.00;€ 4,500.00;€ 4,500.00;;;;;
BP2014_2019-0/2.2.1.1/0740-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;2.2.1.1;Inrichten en onderhouden van een ruim sportaanbod voor senioren;0740-00;Sport;6159999;IE-GEEN;Overige exploitatiekosten;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;;;;;
BP2014_2019-0/2.2.1.3/0740-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;2.2.1.3;Organiseren van sportactiviteiten in WZC D’Eycken Brug voor sedentaire senioren;0740-00;Sport;6159999;IE-GEEN;Overige exploitatiekosten;€ 1,200.00;€ 1,200.00;€ 1,200.00;€ 1,200.00;€ 1,200.00;€ 1,200.00;;;;;
BP2014_2019-0/2.2.2.3/0740-00/6139999/BESTUUR/CBS/600/IE-GEEN/U;2.2.2.3;Organiseren van kleutersportinitiatieven (bv. bewegingsschool);0740-00;Sport;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;€ 7,000.00;€ 7,000.00;€ 7,000.00;€ 7,000.00;€ 7,000.00;€ 7,000.00;;;;;
BP2014_2019-0/2.2.2.3/0740-00/6150200/BESTUUR/CBS/600/IE-GEEN/U;2.2.2.3;Organiseren van kleutersportinitiatieven (bv. bewegingsschool);0740-00;Sport;6150200;IE-GEEN;Huur technisch materieel;€ 1,600.00;€ 1,600.00;€ 1,600.00;€ 1,600.00;€ 1,600.00;€ 1,600.00;;;;;
BP2014_2019-0/2.2.2.3/0740-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;2.2.2.3;Organiseren van kleutersportinitiatieven (bv. bewegingsschool);0740-00;Sport;6159999;IE-GEEN;Overige exploitatiekosten;€ 8,500.00;€ 8,500.00;€ 8,500.00;€ 8,500.00;€ 8,500.00;€ 8,500.00;;;;;
BP2014_2019-0/2.2.2.6/0740-00/6139999/BESTUUR/CBS/500/IE-GEEN/U;2.2.2.6;Jaarlijks organiseren van diverse sportkampen voor schoolgaande jeugd;0740-00;Sport;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;€ 300.00;€ 300.00;€ 300.00;€ 300.00;€ 300.00;€ 300.00;;;;;
BP2014_2019-0/2.2.2.6/0740-00/6159999/BESTUUR/CBS/500/IE-GEEN/U;2.2.2.6;Jaarlijks organiseren van diverse sportkampen voor schoolgaande jeugd;0740-00;Sport;6159999;IE-GEEN;Overige exploitatiekosten;€ 13,000.00;€ 13,000.00;€ 13,000.00;€ 13,000.00;€ 13,000.00;€ 13,000.00;;;;;
BP2014_2019-0/2.2.2.6/0740-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;2.2.2.6;Jaarlijks organiseren van diverse sportkampen voor schoolgaande jeugd;0740-00;Sport;6159999;IE-GEEN;Terugbetaling deelname activiteiten;€ 700.00;€ 700.00;€ 700.00;€ 700.00;€ 700.00;€ 700.00;;;;;
BP2014_2019-0/2.2.2.6/0740-00/6206000/BESTUUR/CBS/500/IE-GEEN/U;2.2.2.6;Jaarlijks organiseren van diverse sportkampen voor schoolgaande jeugd;0740-00;Sport;6206000;IE-GEEN;Bezoldigingen ander niet vastbenoemd personeel;€ 21,000.00;€ 21,215.25;€ 21,432.71;€ 21,652.40;€ 21,874.34;€ 22,098.55;;;;;
BP2014_2019-0/2.2.3.4/0740-00/6139999/BESTUUR/CBS/600/IE-GEEN/U;2.2.3.4;Organiseren van een sportdag voor personen met een mentale beperking;0740-00;Sport;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;;€ 300.00;;€ 300.00;;€ 300.00;;;;;
BP2014_2019-0/2.2.3.4/0740-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;2.2.3.4;Organiseren van een sportdag voor personen met een mentale beperking;0740-00;Sport;6159999;IE-GEEN;Overige exploitatiekosten;;€ 1,200.00;;€ 1,200.00;;€ 1,200.00;;;;;
BP2014_2019-0/4.1.1.3/0740-00/6139999/BESTUUR/CBS/500/IE-GEEN/U;4.1.1.3;Organiseren van volwasseninitiaties sport;0740-00;Sport;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;;;;;
BP2014_2019-0/4.1.1.4/0740-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;4.1.1.4;Organiseren van sportpromotionele evenementen;0740-00;Sport;6159999;IE-GEEN;Overige exploitatiekosten;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;;;;;
BP2014_2019-0/4.1.1.5/0740-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;4.1.1.5;Voorzien van een bijdrage voor sportwerking voor kansengroepen;0740-00;Sport;6159999;IE-GEEN;Overige exploitatiekosten;€ 975.00;€ 980.00;€ 985.00;€ 990.00;€ 995.00;€ 1,000.00;;;;;
BP2014_2019-0/4.2.1.2/0740-00/6493000/BESTUUR/CBS/800/IE-GEEN/U;4.2.1.2;Financieel stimuleren van de sportverenigingen ter bevordering van de jeugdbegeleiding;0740-00;Sport;6493000;IE-GEEN;Impulssubsidies sportverenigingen;€ 8,200.00;€ 8,500.00;€ 8,500.00;€ 8,500.00;€ 8,500.00;€ 8,500.00;;;;;
BP2014_2019-0/4.2.1.3/0740-00/6493000/BESTUUR/CBS/800/IE-GEEN/U;4.2.1.3;Financieel stimuleren van sportverenigingen inzake kwaliteit;0740-00;Sport;6493000;IE-GEEN;Toelage sportverenigingen;€ 14,000.00;€ 14,000.00;€ 14,000.00;€ 14,000.00;€ 14,000.00;€ 14,000.00;;;;;
BP2014_2019-0/5.2.1.2/0740-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;5.2.1.2;Organiseren van schoolsport en naschoolse sportactiviteiten;0740-00;Sport;6159999;IE-GEEN;Overige exploitatiekosten;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6001000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6001000;IE-GEEN;Aankoop technisch materiaal;€ 9,000.00;€ 9,000.00;€ 9,000.00;€ 9,000.00;€ 9,000.00;€ 9,000.00;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6103001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6103001;IE-GEEN;Benodigdheden voor gebouwen;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;;ok;;;
BP2014_2019-0/GBB-CBS/0740-00/6103010/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen;€ 3,000.00;€ 3,000.00;€ 3,000.00;€ 3,000.00;€ 3,000.00;€ 3,000.00;;ev 1000 mindre;;;
BP2014_2019-0/GBB-CBS/0740-00/6110000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6110000;IE-GEEN;Elektriciteit;€ 300.00;€ 404.50;€ 410.57;€ 416.73;€ 422.98;€ 429.32;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6120999/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6120999;IE-GEEN;Overige verzekeringen;€ 700.00;€ 700.00;€ 700.00;€ 700.00;€ 700.00;€ 700.00;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6141002/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6141002;IE-GEEN;Documentatie en abonnementen;€ 100.00;€ 110.00;€ 110.00;€ 110.00;€ 110.00;€ 110.00;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6141004/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6141004;IE-GEEN;Communicatiekosten telefoon en internet;€ 350.00;€ 350.00;€ 350.00;€ 350.00;€ 350.00;€ 350.00;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6141007/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);€ 3.00;€ 3.00;€ 3.00;€ 3.00;€ 3.00;€ 3.00;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6142001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6142001;IE-GEEN;Aankoop klein hard- en softwaremateriaal;€ 800.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6143007/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6143007;IE-GEEN;Publiciteit, advertenties & info;€ 1,500.00;€ 1,550.00;€ 1,550.00;€ 1,550.00;€ 1,550.00;€ 1,550.00;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6149000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6149000;IE-GEEN;Overige administratie- en kantoorkosten;€ 750.00;€ 750.00;€ 750.00;€ 750.00;€ 750.00;€ 750.00;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6150006/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6150006;IE-GEEN;Lidmaatschappen;€ 900.00;€ 1,170.00;€ 1,170.00;€ 1,170.00;€ 1,170.00;€ 1,170.00;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6150011/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6150011;IE-GEEN;Kosten werkkleding;€ 750.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6150015/BESTUUR/CBS/800/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6150015;IE-GEEN;Beheersvergoeding (dienstenvergoeding aan derden);;;€ 25,000.00;€ 50,000.00;€ 50,000.00;€ 50,000.00;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6150300/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6150300;IE-GEEN;Onderhoud en herstelling technisch materieel;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6150800/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6150800;IE-GEEN;Onderhoudscontracten technisch materieel;€ 700.00;€ 850.00;€ 850.00;€ 850.00;€ 850.00;€ 850.00;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6201000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;€ 91,750.00;€ 100,967.91;€ 103,492.11;€ 106,079.41;€ 108,731.40;€ 111,449.68;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6203000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6203000;IE-GEEN;Bezoldigingen contractueel personeel;€ 85,200.00;€ 90,132.64;€ 92,385.95;€ 94,695.60;€ 97,062.99;€ 99,489.57;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6211000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;€ 12,500.00;€ 12,812.50;€ 13,132.81;€ 13,461.13;€ 13,797.66;€ 14,142.60;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6211001/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;€ 19,950.00;€ 20,748.00;€ 21,577.92;€ 22,225.26;€ 22,892.02;€ 23,578.78;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6213000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - contractuelen;€ 24,300.00;€ 24,907.50;€ 25,530.19;€ 26,168.44;€ 26,822.65;€ 27,493.22;;;;;
